Unnamed: 0,premise,choice1,choice2,label,question
17163908,find seat on bus and sit.,when the bus comes enter the bus.,say thank you to the driver.,0,cause
644121,get into the bus.,pay bus fare.,when your stop comes get up and go the exit door of bus.,0,effect
17323564,board the bus when it arrives.,wait until the bus arrives at the destination.,find bus schedule information from time table.,0,effect
16591597,bus arrives at the source station.,sit down in on empty seat in bus.,wait for the bus.,0,effect
1556520,when your bus comes climb in it.,exit at your destination when the bus stops.,"when you are near your destination, press the stop button.",0,effect
266386,go to a bus stop.,wait at your bus stop.,enter the bus.,0,effect
1280163,get off bus.,find the nearest bus stop.,when your bus comes climb in it.,1,cause
1960904,exit bus at destination.,sit down.,pull the cord alerting the driver to stop.,1,cause
1097860,wait for bus to reach destination.,put exact change in money receiver.,"when the driver opens the door, board the bus.",1,cause
10523469,get on the bus.,ring the bell when you see your destination.,exit bus at your destination.,1,effect
17730515,exit bus at destination.,step onto arriving bus.,bus stops at destination.,0,cause
1161074,get on the bus.,watch stops out window.,bus stops at destination.,0,effect
16299946,wait for bus to arrive.,go to the bus station.,get off bus when doors open.,0,cause
1110849,watch stops out window.,check the schedule of bus in time table.,"when bus arrives, enter.climb bus steps.",1,cause
16546325,bus reaches at departure station.,go to a bus stop.,board the bus.,1,effect
1109327,wait for bus to arrive at stop.,find out what bus to take.,get in bus.,1,cause
18089886,pull signal for stop.,watch your step when getting down from the bus.,pay your bus fare.,0,effect
18022977,enjoy the ride.,have the knowledge about the bus schedule from time table.,wait for bus to stop.,1,effect
1555688,"when bus arrives, enter.climb bus steps.",depart when you arrive at your destination.,alert the driver your stop is coming.,0,effect
113106,go to the bus stop/bus stand.,wait for the bus to come to a complete halt before boarding it.,depart when you arrive at your destination.,0,effect
17981865,watch stops out window.,take your seat.,get off bus .,0,cause
16842735,pay for your fare.,step on bus.,bus stops at destination.,0,cause
1196856,exit bus at your destination.,buy ticket for your destination.,climb stairs into bus.,1,cause
17206823,board the bus when it arrives.,wait for destination.,check the schedule of bus in time table.,0,effect
1570456,wait to get to destination.,pay the toll.,sit down.find an open seat.,1,cause
1653522,find a seat.,wait for bus stop destination.,reach the destination.,0,effect
18195781,stand up and go to door.,leave bus.,pay for your fare.,0,effect
17269867,go through doors and up the steps.,wait for my stop.,"find out how much the bus ride costs, either online or by calling bus company.",0,effect
16681548,step onto bus when arrives.,drop change into money machine.,find bus schedule information from time table.,0,effect
850816,take a seat in the bus.,go to bus station.,board bus.,1,cause
17246390,enter bus.,enjoy the ride.,go to bus stop at designated time.,0,effect
1684129,find a seat if available or stand if necessary.,wait for stop.,go to bus door.,0,effect
1766919,wait until the bus arrives at the destination.,"find out how much the bus ride costs, either online or by calling bus company.",sit in bus.,1,cause
768760,find an empty seat.sit down or stand if there isn't an empty seat.,find out bus schedule using time table.,enter bus.,1,cause
1882154,depart when you arrive at your destination.,pay the fare.,pull the cord alerting the driver to stop.,1,cause
1795272,sit in bus.,pay attention for your stop.,press stop button.,0,effect
17432898,climb stairs into bus.,get off bus .,place change in receptor.,0,effect
16763585,go through doors and up the steps.,pay your bus fare.,go to the nearest bus stop.,0,effect
17283429,wait for correct stop.,board bus.,signal for a stop where i want to get off.,0,cause
1231759,get down once the destination is reached.,swipe bus pass.,step on bus.,1,cause
16202041,bus has arrived on destination.,pull the cord when you want the bus to stop.,find a vacant seat (if possible).,0,cause
18093700,"when the bus approaches your destination, press the button to signal a stop.",walk off the bus.,pay the fare to ride the bus.,0,effect
442465,"when the driver stops and opens the door, leave the bus.",find a seat if available or stand if necessary.,bus reaches at departure station.,1,cause
1141856,watch for your stop.wait until bus stops completely.,head to the bus stop.,climb stairs into bus.,1,cause
1356624,debark from bus.,wait for my stop.,"when the driver opens the door, board the bus.",1,cause
17244457,get onto the bus when it reaches the stop.,ride on the bus.,go to a bus stop.,0,effect
17151979,find empty seat.sit down.,when your bus comes climb in it.,"when you are near your destination, press the stop button.",0,cause
16829317,go through doors and up the steps.,pay money or swipe pass.,"find out how much the bus ride costs, either online or by calling bus company.",0,effect
18067201,signal for a stop where i want to get off.,bus has arrived on destination.,go to bus stop.,0,effect
18004491,watch for your stop.wait until bus stops completely.,take your seat.,pull cord at stop.,0,cause
632420,when it arrives get on.,go to door.,pay bus fare.,1,effect
16541649,bus arrives at the source location.,get in bus.,keep looking for your bus.,0,effect
186833,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",find a seat or stand on bus.,wait at bus stop.,1,effect
17447973,step onto arriving bus.,get off at your stop.,pay the driver.,0,effect
17270791,ride on the bus.,get on bus.,reach the destination.,0,cause
830522,sit down.find an open seat.,wait for bus.,get into the bus.,1,cause
16838566,pay the bus driver.,board bus when bus arrives.,bus has arrived on destination.,0,cause
1873098,exit at your destination when the bus stops.,place change in receptor.,pull the cord when you want the bus to stop.,1,cause
1626956,wait for destination.,signal the driver to stop when you see your bus coming.,find seat on bus and sit.,1,cause
16888778,when it arrives get on.,sit down.find an open seat.,drop change into money machine.,0,effect
1543730,enter the bus.,"when the driver stops and opens the door, leave the bus.","when your stop approaches, pull cord.",0,effect
18194637,go to door.,exit at your destination when the bus stops.,pay for your fare.,0,effect
1595559,wait for correct stop.,find out bus schedule using time table.,find an empty seat.sit down or stand if there isn't an empty seat.,1,cause
17821736,find an empty seat.,enjoy the ride.,wait a bus stop.,0,effect
18004220,watch for your stop.wait until bus stops completely.,find a seat or stand on bus.,signal for a stop where i want to get off.,0,cause
16786491,enter the bus.,go to a bus stop.,drop change into money machine.,1,effect
1691738,find a empty seat.,signal for a stop where i want to get off.,wait for my stop.,1,effect
788721,sit or stand to location.,wait for the bus to arrive.,step onto arriving bus.,1,cause
16363093,wait at your bus stop.,signal for a stop where i want to get off.,go to the bus stop.,1,cause
684694,find a seat if available or stand if necessary.,drop change into money machine.,board bus when it arrives .,1,cause
17394135,board bus.,walk off the bus.,pay the fare to ride the bus.,0,effect
1451849,get off bus.,sit in bus.,"when bus arrives, enter.climb bus steps.",1,cause
631542,step on bus.,place change in receptor.,bus stops at destination.,0,effect
18238143,stand up and go to door.,get off.,find a seat on the bus.,0,effect
17245062,board the bus.,ride on the bus.,head to the bus stop.,0,effect
17821047,sit in bus.,wait for correct stop.,wait.,0,effect
844684,walk down center of bus to find a seat.sit in seat.,go to bus stop.,"when the driver opens the door, board the bus.",1,cause
17118206,sit on a seat.,climb stairs into bus.,your destination place came.,0,cause
1149370,wait for bus to reach destination.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",enter the bus.,1,cause
316755,go to a bus stop.,"when you see your bus approaching, signal to the driver to stop.",ring bell when bus approaches stop at destination.,0,effect
17892744,ride to destination.,"once you arrive at destination, get off the bus.",find a vacant seat (if possible).,1,cause
16994353,get onto the bus when it reaches the stop.,find a seat or stand on bus.,stand at the bus stop.,0,effect
17179546,enter the bus.,wait for bus stop destination.,place change in receptor.,0,effect
17264264,step onto arriving bus.,get to bus stop some time early.,wait till my stop is approaching.,1,effect
17774194,find a seat if available or stand if necessary.,sit in a seat until you see your destination.,pay for fare.,0,effect
1255299,exit bus at your destination.,check bus schedule in time table.,step on bus.,1,cause
1973902,"when the bus approaches your destination, press the button to signal a stop.",get off the bus at your desired stop.,go to bus door.,0,effect
1563609,ride on the bus.,retrieve ticket from machine.,find a empty seat.,1,cause
384237,find a seat or stand on bus.,head to the bus stop.,bus reaches at departure station.,1,cause
1874334,get down from the bus.,place change in receptor.,ring bell when bus approaches stop at destination.,1,cause
831143,sit down.find an open seat.,wait on the bench until the bus arrives.,when your bus comes climb in it.,1,cause
622477,board the bus when it arrives.,your destination place came.,give your money to the driver.,1,effect
18089018,pull cord at stop.,get off bus at destination.,pay the driver.,0,effect
713154,sit down in on empty seat in bus.,pay your bus fare.,enter the bus.,1,cause
16351461,wait for the bus to come to a complete halt before boarding it.,arrive at bus stop prior to bus's arrival.,stand up and go to door.,0,cause
986373,ride.,"while boarding, pay the driver the required fee or show a pass.","when bus arrives, enter.climb bus steps.",1,cause
437320,climb down stairs and exit bus.,wait for bus to stop.,the bus arrives at the departure station.,1,cause
17558236,enter the bus.,climb down stairs and exit bus.,sit in a seat until you see your destination.,0,effect
118455,go to a bus stop.,wait a bus stop.,exit bus.,0,effect
17967008,sit down in on empty seat in bus.,wait until the bus arrives at the destination.,reach the designated bus stop before the bus reaches there to avoid missing the bus.,0,effect
1839513,sit in a seat until you see your destination.,get off the bus at your desired stop.,watch for your stop.wait until bus stops completely.,1,effect
10535814,step onto arriving bus.,"when your stop approaches, pull cord.",get off at your stop.,1,effect
1655090,find a seat.,bus stops at your destination.,wait for my stop.,1,effect
700327,find a empty seat.,pay the fare.,step on bus.,1,cause
10510843,when the bus comes enter the bus.,go to door.,"once you arrive at destination, get off the bus.",1,effect
17387045,when it arrives get on.,watch your step when getting down from the bus.,pay fare when boarding bus.,0,effect
1587788,ride.,buy bus ticket.,find a seat.sit down.,1,cause
1249480,exit bus at destination.,decide which bus.,climb stairs into bus.,1,cause
18153535,alert the driver your stop is coming.,"once you arrive at destination, get off the bus.",wait until the bus arrives at the destination.,0,effect
17133194,find seat on bus and sit.,go to bus door.,when your bus comes climb in it.,1,cause
17169457,get onto the bus when it reaches the stop.,enjoy the ride.,pay the fare.,0,effect
18095447,signal by bell for stop.,get off at your stop.,pay for fare.,0,effect
2026339,get down once the destination is reached.,find a seat on the bus.,go to bus door.,1,cause
1672851,find empty seat.sit down.,ride bus to destination.,watch your step when getting down from the bus.,0,effect
16700022,enter bus.,take the tickets.pay for the ride.,wait there for the bus to arrive.,0,effect
1719950,wait for bus to arrive at stop.,give your money to the driver.,walk down center of bus to find a seat.sit in seat.,1,cause
770779,sit down if possible.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,get on bus.,1,cause
1351186,get down from the bus.,ride to destination.,board the bus.,1,cause
17921240,find a seat on the bus.,wait for bus to stop.,pay for fare.,0,effect
18232306,when your stop comes get up and go the exit door of bus.,get off the bus.,take a seat.,0,effect
18132390,signal by bell for stop.,wait to get to destination.,exit bus at your destination.,1,effect
17957113,take available seat.,wait until the bus arrives at the destination.,keep looking for your bus.,0,effect
5858,check the schedule of bus in time table.,find out what bus to take.,wait for my stop.,0,effect
574563,place change in receptor.,go to the nearest bus stop.,step onto bus.,1,cause
1402334,get off the bus at your desired stop.,wait at bus stop for bus.,board bus when it arrives .,1,cause
10536918,step on bus.,alert the driver your stop is coming.,get down once the destination is reached.,1,effect
17545049,step onto bus when arrives.,get off bus.,"when bus arrives , wait for doors to open before boarding.",0,effect
1952,get a bus schedule by checking time table.,find out what bus to take.,"stand, go to the exit door of bus.",0,effect
18155242,pull the cord alerting the driver to stop.,wait for bus to reach your stop.,get off the bus at your desired stop.,1,effect
18144279,pull the cord when you want the bus to stop.,"when the driver stops and opens the door, leave the bus.",wait for bus.,0,effect
17535423,get into the bus.,get off.,go to the nearest bus stop.,0,effect
989430,ride to destination.,buy ticket for your destination.,enter the bus.,1,cause
974537,ride to desired destination.,give money.,"when bus arrives, enter.climb bus steps.",1,cause
2013716,walk off the bus.,wait for bus.,when your stop comes get up and go the exit door of bus.,1,cause
11416,wait at bus stop.,check bus schedule in time table.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",1,cause
2012456,debark from bus.,wait for bus.,when your stop comes get up and go the exit door of bus.,1,cause
16466614,wait on the bench until the bus arrives.,go to the bus station.,board bus when bus arrives.,0,cause
16376373,wait for bus to arrive.,walk to bus stop.,sit down in on empty seat in bus.,0,cause
16815917,step onto arriving bus.,find the bus stop.,insert money for ticket.,1,effect
1966290,walk off the bus.,sit down.find an open seat.,press stop button.,1,cause
1224420,climb down stairs and exit bus.,pay the fare.,board bus.,1,cause
16557192,bus arrives at the source station.,retrieve ticket from machine.,figure out the place you want to reach.,0,effect
554469,retrieve ticket from machine.,go to bus stop at designated time.,"when bus arrives, enter.climb bus steps.",1,cause
16615240,the bus arrives at the departure station.,scan bus pass.,watch for your destination.,1,effect
18241560,bus stops at your destination.,get off bus when doors open.,buy ticket for your destination.,0,effect
916286,get on bus.,choose a seat.,"stand, go to the exit door of bus.",0,effect
1243509,get off at your stop.,show bus driver your ticket.,"when bus arrives, enter.climb bus steps.",1,cause
17514239,when the bus comes enter the bus.,watch your step when getting down from the bus.,locate bus stop.,0,effect
486838,buy bus ticket.,wait for bus at bus stop.,get into the bus.,1,cause
800189,sit in bus.,wait for the bus.,when the bus comes enter the bus.,1,cause
1718989,wait for bus to arrive at stop.,pay bus fare.,find an empty seat.,1,cause
363234,bus reaches at departure station.,stand up.walk to back door.,pay for fare.,1,effect
1576853,wait till my stop is approaching.,give your money to the driver.,starting walking to seat on bus.sit in seat.,1,cause
625325,board bus.,retrieve ticket from machine.,bus has arrived on destination.,0,effect
17169196,board bus.,buy bus ticket.,ride to destination.,1,effect
16987479,when it arrives get on.,sit down in on empty seat in bus.,wait for the bus to come to a complete halt before boarding it.,0,effect
16234804,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,wait on the bench until the bus arrives.,"find out how much the bus ride costs, either online or by calling bus company.",0,effect
1854739,bus stops at destination.,take a seat.,alert the driver your stop is coming.,1,cause
1712053,wait for bus to reach destination.,buy bus ticket.,find empty seat.sit down.,1,cause
17086561,board bus when it arrives .,walk down center of bus to find a seat.sit in seat.,go to the nearest bus stop.,0,effect
16238008,wait for the bus.,go to the bus stop.,pay bus fair.,0,cause
1313478,get off bus .,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",board the bus.,1,cause
1909001,go down bus steps.exit bus.,go to the bus stop.,"when your stop approaches, pull cord.",1,cause
1529648,step onto bus.,get off at stop.,when your stop comes get up and go the exit door of bus.,0,effect
1636528,wait to get to destination.,reach the designated bus stop before the bus reaches there to avoid missing the bus.,find empty seat to sit in.,1,cause
1068287,board bus when it arrives .,sit patiently until the bus reaches your destination bus stop.,when your stop comes get up and go the exit door of bus.,0,effect
16696837,board the bus.,swipe bus pass.,keep looking for your bus.,0,effect
446660,bus reaches at departure station.,debark from bus.,pull signal for stop.,0,effect
16421011,wait for bus to arrive.,walk to the bus stop.,pay attention for your stop.,0,cause
17304587,board the bus when it arrives.,pay fee.,watch for your destination.,1,effect
504955,pay the fare to ride the bus.,stand at the bus stop.,step onto bus.,1,cause
18155130,pull the cord alerting the driver to stop.,get off.,watch for your stop.wait until bus stops completely.,0,effect
596337,insert money for ticket.,go to bus stop at designated time.,when the bus comes enter the bus.,1,cause
1246786,get off bus at destination.,pay money or swipe pass.,enter the bus.,1,cause
16197834,bus stops at your destination.,go to door.,signal for a stop where i want to get off.,1,cause
1131808,wait for your stop to be announced.,wait for the bus to arrive.,walk up the steps of the bus.,1,cause
18163677,ring the bell when you see your destination.,"once you arrive at destination, get off the bus.",find an empty seat.sit down or stand if there isn't an empty seat.,0,effect
1972681,pull the cord when you want the bus to stop.,depart when you arrive at your destination.,stand up and go to exit door for departing the bus.,0,effect
17836699,sit or stand to location.,enjoy the ride.,"when you see your bus approaching, signal to the driver to stop.",0,effect
10539705,board bus.,"thank the driver, possibly tip.",get off bus when doors open.,1,effect
17920947,sit down in on empty seat in bus.,wait for bus to arrive at stop.,pay the bus driver.,0,effect
421174,get down once the destination is reached.,find out when bus leaves.,bus arrives at the source location.,1,cause
1601750,wait for bus stop destination.,wait at bus stop for bus.,find a seat.sit down.,1,cause
1561381,wait for bus stop destination.,give your money to the driver.,sit or stand to location.,1,cause
1362929,get off at your stop.,wait for my stop.,"when bus arrives, step on board.",1,cause
17743499,get off at your stop.,stand up and go to exit door for departing the bus.,get on bus.,1,cause
10515026,step onto arriving bus.,stand up and go to door.,get off bus when doors open.,1,effect
17573658,"when bus arrives, enter.climb bus steps.",wait till my stop is approaching.,walk off the bus.,1,effect
361376,pay bus fare.,"when bus arrives , wait for doors to open before boarding.",the bus arrives at the departure station.,1,cause
850974,take a seat in the bus.,find the nearest bus stop.,board bus when it arrives.,1,cause
18198772,stand up.walk to back door.,exit the bus at your desired location.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,0,effect
137447,find the bus stop.,wait.,go to door.,0,effect
403399,the bus arrives at the departure station.,press stop button.,wait for your stop.,1,effect
1830488,watch until you see your stop to get off.,arrive at bus stop prior to bus's arrival.,enjoy the ride.,1,cause
17040764,get into the bus.,find an empty seat.,wait for the bus to arrive.,0,effect
1963160,debark from bus.,find a vacant seat (if possible).,pull the cord when you want the bus to stop.,1,cause
17633034,"when bus arrives, enter.climb bus steps.",wait for bus.,get off bus.,1,effect
1032456,wait for your stop.,go to bus stop.,walk up the steps of the bus.,1,cause
17223296,enter the bus.,wait for destination.,wait for the bus to arrive.,0,effect
1030241,ride to desired destination.,"when you see your bus approaching, signal to the driver to stop.","when bus arrives, enter.climb bus steps.",1,cause
624997,go through doors and up the steps.,bus has arrived on destination.,pay bus fare.,1,effect
1311124,exit bus at destination.,locate bus stop.,climb stairs into bus.,1,cause
1611510,sit patiently until the bus reaches your destination bus stop.,wait a bus stop.,find an empty seat.sit down or stand if there isn't an empty seat.,1,cause
17371525,watch and listen for stop announcement.,bus stops at your destination.,board the bus.,1,cause
17072823,get in bus.,sit down if possible.,locate bus stop.,0,effect
17668030,board the bus.,depart when you arrive at your destination.,sit or stand to location.,0,effect
299638,go to a bus stop.,wait there for the bus to arrive.,ride.,0,effect
10517568,"when bus arrives, step on board.",ring bell when bus approaches stop at destination.,"when the driver stops and opens the door, leave the bus.",1,effect
1981606,getting off the bus.,pay the bus driver.,stand up and go to exit door for departing the bus.,1,cause
16227122,go to the bus stop.,wait for the bus.,have the knowledge about the bus schedule from time table.,0,effect
1967755,get off at your stop.,find an empty seat.sit down or stand if there isn't an empty seat.,pull signal for stop.,1,cause
17740073,exit bus at destination.,"when bus arrives, enter.climb bus steps.",go to door.,0,cause
1991687,"once you arrive at destination, get off the bus.",walk to bus stop.,when your stop comes get up and go the exit door of bus.,1,cause
682153,walk down center of bus to find a seat.sit in seat.,insert money for ticket.,step onto arriving bus.,1,cause
1856355,bus stops at your destination.,get to bus stop some time early.,"when you are near your destination, press the stop button.",1,cause
17772744,walk down center of bus to find a seat.sit in seat.,ride.,buy bus ticket.,0,effect
18045500,watch for your stop.wait until bus stops completely.,ride.,exit bus at your destination.,0,cause
17300583,walk up the steps of the bus.,pay fee.,watch for your destination.,1,effect
17763095,go down bus steps.exit bus.,get in bus.,signal for a stop where i want to get off.,0,cause
16882824,pay for your fare.,go through doors and up the steps.,ring the bell when you see your destination.,0,cause
16345193,keep looking for your bus.,the bus arrives at the departure station.,go to bus stop at designated time.,1,cause
1271898,watch your step when getting down from the bus.,figure out the place you want to reach.,board the bus.,1,cause
1113608,wait until the bus arrives at the destination.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,climb stairs into bus.,1,cause
1819816,wait for your stop.,wait a bus stop.,sit patiently until the bus reaches your destination bus stop.,1,cause
1187805,leave bus.,buy bus ticket.,"when bus arrives, enter.climb bus steps.",1,cause
663695,climb stairs into bus.,swipe bus pass.,ring bell when bus approaches stop at destination.,0,effect
16936755,climb stairs into bus.,pay the fare to ride the bus.,take a seat.,1,effect
18230833,stand up and go to exit door for departing the bus.,get off the bus.,walk down center of bus to find a seat.sit in seat.,0,effect
1593783,wait for bus stop destination.,find bus schedule information from time table.,sit down.,1,cause
17116620,find a empty seat.,step onto bus.,your destination place came.,0,cause
1879787,get down once the destination is reached.,"while boarding, pay the driver the required fee or show a pass.",signal for a stop where i want to get off.,1,cause
317212,arrive at bus stop prior to bus's arrival.,"when you see your bus approaching, signal to the driver to stop.",take a seat.,0,effect
16437264,wait at bus stop for bus.,say thank you to the driver.,walk to the bus stop.,1,cause
16583507,bus arrives at the source station.,sit in bus.,pay fee.,0,effect
16899117,board the bus.,starting walking to seat on bus.sit in seat.,pay the driver.,0,effect
17390775,go through doors and up the steps.,"when the driver stops and opens the door, leave the bus.",pay the toll.,0,effect
16651485,bus arrives at the source location.,get off at stop.,find empty seat to sit in.,0,effect
16731585,climb stairs into bus.,wait for the bus.,pay the fee.,1,effect
154478,go to the bus stop/bus stand.,wait at bus stop.,"when the bus approaches your destination, press the button to signal a stop.",0,effect
109116,head to the bus stop.,"once you arrive at destination, get off the bus.",wait a bus stop.,1,effect
696739,sit down and wait for your desired stop.,"while boarding, pay the driver the required fee or show a pass.",get in bus.,1,cause
17798665,starting walking to seat on bus.sit in seat.,wait for destination.,pay fare when boarding bus.,0,effect
18054268,pay attention for your stop.,"when your stop approaches, pull cord.",wait for destination.,1,cause
16878604,pay the fee.,enter bus.,ring bell when bus approaches stop at destination.,0,cause
682697,find a seat.,pay the driver.,board bus when bus arrives.,1,cause
1651544,wait for stop.,"when bus arrives , wait for doors to open before boarding.",walk down center of bus to find a seat.sit in seat.,1,cause
17603798,board the bus when it arrives.,exit the bus at your desired location.,wait at bus stop.,0,effect
1973442,pull signal for stop.,"when the driver stops and opens the door, leave the bus.",stand up and go to door.,0,effect
17677406,get on the bus.,get off.,find seat on bus and sit.,0,effect
17384487,watch until you see your stop to get off.,when it arrives get on.,"about one block away from your stop, pull the \.",0,cause
17993637,wait for your stop to be announced.,go down bus steps.exit bus.,sit down.,1,cause
739964,take a seat.,put exact change in money receiver.,"when the driver opens the door, board the bus.",1,cause
17980528,watch until you see your stop to get off.,find an empty seat.,bus stops at your destination.,0,cause
1852437,bus stops at destination.,wait at your bus stop.,pull signal for stop.,1,cause
1162819,"when bus arrives, step on board.",wait until the bus arrives at the destination.,when your stop comes get up and go the exit door of bus.,0,effect
18205303,when your stop comes get up and go the exit door of bus.,go down bus steps.exit bus.,walk to the bus stop.,0,effect
107146,go to the bus stop.,wait for bus.,"when the driver stops and opens the door, leave the bus.",0,effect
1836813,sit patiently until the bus reaches your destination bus stop.,wait for bus to reach destination.,exit bus at destination.,0,effect
1642978,wait for destination.,go to a bus stop.,find an empty seat.,1,cause
320161,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",signal the driver to stop when you see your bus coming.,watch and listen for stop announcement.,0,effect
573862,pay fare.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",board bus when it arrives.,1,cause
313180,go to bus station.,"when you see your bus approaching, signal to the driver to stop.",get off bus.,0,effect
16628017,bus arrives at the source location.,debark from bus.,give your fare to the bus driver.receive ticket.,0,effect
16895075,board bus.,find an empty seat.sit down or stand if there isn't an empty seat.,give money.,0,effect
1730575,pay attention for your stop.,wait for the bus.,find a seat on the bus.,1,cause
1822672,pay attention for your stop.,"when you see your bus approaching, signal to the driver to stop.",wait for your stop.,1,cause
17865225,wait for bus stop destination.,find empty seat to sit in.,bus stops at destination.,0,cause
16617421,bus arrives at the source location.,watch stops out window.,find out what bus to take.,0,effect
901292,sit in bus.,"when bus arrives , wait for doors to open before boarding.",walk up the steps of the bus.,1,cause
17769093,get off the bus at your desired stop.,board bus when it arrives .,"thank the driver, possibly tip.",0,cause
1733749,watch for your destination.,wait there for the bus to arrive.,sit down.find an open seat.,1,cause
18081885,pull the cord alerting the driver to stop.,take the tickets.pay for the ride.,get off the bus at your desired stop.,1,effect
505031,pay the fare to ride the bus.,wait for the bus to come to a complete halt before boarding it.,get in bus.,1,cause
1988632,getting off the bus.,find bus schedule information from time table.,stand up and go to door.,1,cause
16212088,decide which bus.,get a bus schedule by checking time table.,"once you arrive at destination, get off the bus.",0,cause
1534166,when it arrives get on.,"when the bus approaches your destination, press the button to signal a stop.",get off the bus.,1,effect
316750,go to a bus stop.,"when you see your bus approaching, signal to the driver to stop.","about one block away from your stop, pull the \.",0,effect
1843292,ride.,stand up and go to door.,pay attention for your stop.,1,effect
18054633,watch for your destination.,wait for your stop.,press stop button.,0,cause
305724,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,wait for bus stop destination.,wait for bus arrival.,1,effect
1461254,get off at stop.,sit down.find an open seat.,board bus when it arrives.,1,cause
18060707,"when you are near your destination, press the stop button.",bus has arrived on destination.,bus reaches at departure station.,0,effect
17389234,"when bus arrives, step on board.",walk off the bus.,drop change into money machine.,0,effect
16432280,keep looking for your bus.,go to bus stop at designated time.,watch until you see your stop to get off.,0,cause
16537243,bus arrives at the source location.,when the bus comes enter the bus.,check to bus schedule in the time table to see when the bus is running.,0,effect
17766577,get off bus at destination.,when it arrives get on.,"when your stop approaches, pull cord.",0,cause
1449045,exit bus when arrive.,sit on a seat.,board bus when bus arrives.,1,cause
57218,go to bus stop at designated time.,give your money to the driver.,wait for bus.,1,effect
2026349,get down once the destination is reached.,find an empty seat.sit down or stand if there isn't an empty seat.,"stand, go to the exit door of bus.",1,cause
17208157,step onto bus.,wait for bus stop destination.,get a bus schedule by checking time table.,0,effect
1273789,get off bus when doors open.,"when you see your bus approaching, signal to the driver to stop.",get onto the bus when it reaches the stop.,1,cause
1589035,ride.,take the tickets.pay for the ride.,sit down and wait for your desired stop.,1,cause
1215483,getting off the bus.,pay the bus driver.,when your bus comes climb in it.,1,cause
957863,wait for your stop.,get a ticket for the bus ride.,when your bus comes climb in it.,1,cause
1665658,find a empty seat.,wait for your stop.,get off bus when doors open.,0,effect
87107,go to bus stop.,get off at stop.,wait for bus at bus stop.,1,effect
17180186,enter the bus.,wait for my stop.,show bus driver your ticket.,0,effect
16586765,the bus arrives at the departure station.,sit down.,keep looking for your bus.,0,effect
1065473,board bus.,when your stop comes get up and go the exit door of bus.,wait for your stop.,1,effect
1465365,exit bus at your destination.,find a seat.sit down.,get onto the bus when it reaches the stop.,1,cause
1544131,board the bus when it arrives.,getting off the bus.,pull cord at stop.,0,effect
314281,go to bus stop at designated time.,signal the driver to stop when you see your bus coming.,go down bus steps.exit bus.,0,effect
900009,sit down.,driver opens door.,get onto the bus when it reaches the stop.,1,cause
1904259,getting off the bus.,head to the bus stop.,signal for a stop where i want to get off.,1,cause
16331358,keep looking for your bus.,walk to the bus stop.,get off bus.,0,cause
1078284,board bus when it arrives.,pull signal for stop.,ride bus to destination.,1,effect
17661469,go through doors and up the steps.,get off the bus.,take available seat.,0,effect
16954407,step on bus.,find a seat if available or stand if necessary.," to pay the fare, you can either buy a bus pass or pay each time you ride the bus.",0,effect
1345774,get off.,ride on the bus.,board the bus.,1,cause
10503449,"when the driver opens the door, board the bus.",bus stops at your destination.,get off at stop.,1,effect
16996588,board the bus.,take available seat.,wait a bus stop.,0,effect
17884183,wait for destination.,sit or stand to location.,get off bus .,0,cause
1814105,watch until you see your stop to get off.,check the schedule of bus in time table.,ride on the bus.,1,cause
18080267,signal for a stop where i want to get off.,exit bus at destination.,pay for fare.,0,effect
1844687,wait to get to destination.,wait for your stop to be announced.,"when you are near your destination, press the stop button.",0,effect
229270,go to bus stop.,get into the bus.,wait at bus stop.,1,effect
1844545,enjoy the ride.,watch until you see your stop to get off.,"about one block away from your stop, pull the \.",0,effect
1802353,watch for your stop.wait until bus stops completely.,buy bus ticket.,wait for correct stop.,1,cause
18112352,pull the cord alerting the driver to stop.,get off at your stop.,find the nearest bus stop.,0,effect
18219580,when your stop comes get up and go the exit door of bus.,watch your step when getting down from the bus.,wait for the bus.,0,effect
18257584,bus stops at destination.,get down from the bus.,ride bus to destination.,0,effect
17874343,wait for correct stop.,find a seat or stand on bus.,debark from bus.,0,cause
484349,pay for fare.,stand at the bus stop.,get on the bus.,1,cause
17667670,board the bus.,exit bus at destination.,take available seat.,0,effect
1655019,walk down center of bus to find a seat.sit in seat.,wait for my stop.,bus has arrived on destination.,0,effect
1958077,exit bus.,take a seat.,"about one block away from your stop, pull the \.",1,cause
