,premise,choice1,choice2,label,question
5230,get out of car.,purchase a ticket.,ensure transportation is secured in lot.,1,cause
5232,get out of car.,buy a ticket at the window.,park car.,1,cause
5233,get out of car.,purchase tickets from ticket window.,park car .,1,cause
5234,get out of car.,purchase ticket for the destination station.,park car .,1,cause
5235,get out of car.,get tickets from ticket counter.,park at station.,1,cause
5236,park car at parking.,get out of car.,find the correct platform.,0,effect
5237,park at station.,get out of car.,find the correct platform.,0,effect
5240,ensure transportation is secured in lot.,get out of car.,find out what platform the train will be on.,0,effect
5241,park car .,get out of car.,find out what platform the train will be on.,0,effect
5242,park car.,get out of car.,find the correct platform.,0,effect
5243,park car.,get out of car.,find out what platform the train will be on.,0,effect
5246,park car .,get out of car.,find the correct platform.,0,effect
5247,get out of car.,find the correct platform.,park car at parking.,1,cause
5248,get out of car.,find the correct platform.,ensure transportation is secured in lot.,1,cause
5249,get out of car.,find out what platform the train will be on.,park car.,1,cause
5250,get out of car.,find out what platform the train will be on.,park car .,1,cause
5251,get out of car.,find the correct platform.,park at station.,1,cause
5252,get out of car.,find out what platform the train will be on.,ensure transportation is secured in lot.,1,cause
5254,get out of car.,find out what platform the train will be on.,park at station.,1,cause
5255,get out of car.,find out what platform the train will be on.,park car at parking.,1,cause
5257,get out of car.,find the correct platform.,park car .,1,cause
5258,park car.,get out of car.,walk through roundabout.,0,effect
5259,ensure transportation is secured in lot.,get out of car.,walk through roundabout.,0,effect
5261,park car at parking.,get out of car.,walk through roundabout.,0,effect
5263,park car .,get out of car.,walk through roundabout.,0,effect
5267,park at station.,get out of car.,walk through roundabout.,0,effect
5269,get out of car.,walk through roundabout.,park car .,1,cause
5270,get out of car.,walk through roundabout.,park at station.,1,cause
5271,get out of car.,walk through roundabout.,park car at parking.,1,cause
5274,get out of car.,walk through roundabout.,ensure transportation is secured in lot.,1,cause
5275,get out of car.,walk through roundabout.,park car.,1,cause
5280,park car .,get out of car.,go to the platform where the train is expected.,0,effect
5281,ensure transportation is secured in lot.,get out of car.,go to the platform where the train is expected.,0,effect
5282,ensure transportation is secured in lot.,get out of car.,go to the correct train platform.,0,effect
5283,park at station.,get out of car.,find rail for your train.,0,effect
5284,park at station.,get out of car.,leave to designated area.,0,effect
5285,ensure transportation is secured in lot.,get out of car.,walk to the train platform.,0,effect
5286,park car .,get out of car.,go on platform.,0,effect
5287,ensure transportation is secured in lot.,get out of car.,walk to correct platform.,0,effect
5288,park at station.,get out of car.,walk to the train platform.,0,effect
5289,park car at parking.,get out of car.,go to the platform where the train is expected.,0,effect
5290,park car at parking.,get out of car.,find rail for your train.,0,effect
5291,get out of car.,go to the platform where the train arrives.,ensure transportation is secured in lot.,1,cause
5292,get out of car.,go to correct platform.,park car.,1,cause
5293,get out of car.,leave to designated area.,ensure transportation is secured in lot.,1,cause
5294,get out of car.,go to the correct train platform.,park at station.,1,cause
5295,get out of car.,go on platform.,ensure transportation is secured in lot.,1,cause
5296,get out of car.,walk to the train platform.,park at station.,1,cause
5298,get out of car.,go to platform.,park car.,1,cause
5299,get out of car.,find rail for your train.,park car .,1,cause
5300,get out of car.,go to the correct train platform.,park car at parking.,1,cause
5301,get out of car.,go to correct platform.,park car .,1,cause
5302,park car at parking.,get out of car.,wait for train.,0,effect
5303,park car at parking.,get out of car.,wait until time to board train.,0,effect
5304,park car.,get out of car.,wait until time to board train.,0,effect
5305,park at station.,get out of car.,wait for train.,0,effect
5306,park car .,get out of car.,wait for train.,0,effect
5307,ensure transportation is secured in lot.,get out of car.,wait for the train.,0,effect
5308,ensure transportation is secured in lot.,get out of car.,wait for train.,0,effect
5309,park at station.,get out of car.,wait for train to arrive.,0,effect
5310,park car .,get out of car.,wait for the train.,0,effect
5311,park car .,get out of car.,wait until time to board train.,0,effect
5312,ensure transportation is secured in lot.,get out of car.,wait for train to arrive.,0,effect
5313,get out of car.,wait for train.,ensure transportation is secured in lot.,1,cause
5314,get out of car.,sit or stand and wait for your train.,park at station.,1,cause
5315,get out of car.,wait for train to arrive.,park car at parking.,1,cause
5316,get out of car.,wait for train to arrive.,park car .,1,cause
5317,get out of car.,wait for train.,park car.,1,cause
5319,get out of car.,sit or stand and wait for your train.,park car.,1,cause
5320,get out of car.,wait for the train to arrive.,park car at parking.,1,cause
5321,get out of car.,wait for your train to be announced.,park car.,1,cause
5322,get out of car.,wait at train stop.,park at station.,1,cause
5323,get out of car.,wait for boarding time for train.,park car at parking.,1,cause
5324,park car at parking.,get out of car.,train arrives at the platform.,0,effect
5325,park at station.,get out of car.,train arrives at time on the platform.,0,effect
5326,ensure transportation is secured in lot.,get out of car.,train arrives at the platform.,0,effect
5327,park at station.,get out of car.,train arrives at the platform.,0,effect
5328,park car .,get out of car.,train arrives at the platform.,0,effect
5329,park car .,get out of car.,train arrives at time on the platform.,0,effect
5331,park car at parking.,get out of car.,train arrives at time on the platform.,0,effect
5334,ensure transportation is secured in lot.,get out of car.,train arrives at time on the platform.,0,effect
5335,get out of car.,train arrives at time on the platform.,park car .,1,cause
5336,get out of car.,train arrives at the platform.,park car .,1,cause
5337,get out of car.,train arrives at time on the platform.,park at station.,1,cause
5338,get out of car.,train arrives at the platform.,park at station.,1,cause
5339,get out of car.,train arrives at the platform.,park car at parking.,1,cause
5342,get out of car.,train arrives at the platform.,ensure transportation is secured in lot.,1,cause
5345,get out of car.,train arrives at time on the platform.,park car.,1,cause
5346,park car.,get out of car.,board train.,0,effect
5347,park car .,get out of car.,walk onto the train.,0,effect
5348,ensure transportation is secured in lot.,get out of car.,enter train.,0,effect
5349,ensure transportation is secured in lot.,get out of car.,you board your train and find your seat.,0,effect
5350,ensure transportation is secured in lot.,get out of car.,get on train.,0,effect
5351,park car .,get out of car.,enter train.,0,effect
5352,park at station.,get out of car.,"when train arrives, board train.",0,effect
5353,park at station.,get out of car.,get on the train.,0,effect
5354,park car .,get out of car.,get on my train.,0,effect
5355,park car.,get out of car.,walk onto the train.,0,effect
5356,park at station.,get out of car.,board train.,0,effect
5357,get out of car.,"when train arrives, board the train.",ensure transportation is secured in lot.,1,cause
5358,get out of car.,get on train.,park car .,1,cause
5359,get out of car.,board the train.,park at station.,1,cause
5360,get out of car.,get on train.,park at station.,1,cause
5362,get out of car.,board train.,park car .,1,cause
5363,get out of car.,board the train.,park car at parking.,1,cause
5365,get out of car.,board train.,park at station.,1,cause
5366,get out of car.,get on train.,park car.,1,cause
5367,get out of car.,enter train.,park car at parking.,1,cause
5368,ensure transportation is secured in lot.,get out of car.,keep luggage under the seat.,0,effect
5369,park at station.,get out of car.,keep luggage in the luggage space.,0,effect
5370,park at station.,get out of car.,adjust luggage in the luggage space available.,0,effect
5371,park at station.,get out of car.,keep luggage under the seat.,0,effect
5372,ensure transportation is secured in lot.,get out of car.,adjust luggage in the luggage space available.,0,effect
5373,park car.,get out of car.,keep luggage in the luggage space.,0,effect
5374,park car.,get out of car.,keep bag under the seat.,0,effect
5375,park at station.,get out of car.,put carry on luggage in overhead bin.,0,effect
5376,ensure transportation is secured in lot.,get out of car.,put carry on luggage in overhead bin.,0,effect
5377,park car .,get out of car.,keep bag under the seat.,0,effect
5378,park car.,get out of car.,adjust luggage in the luggage space.,0,effect
5379,get out of car.,place luggage down.,park at station.,1,cause
5380,get out of car.,adjust luggage in the luggage space.,park car.,1,cause
5382,get out of car.,keep bag under the seat.,park car at parking.,1,cause
5383,get out of car.,put carry on luggage in overhead bin.,park car.,1,cause
5384,get out of car.,keep luggage under the seat.,park car.,1,cause
5385,get out of car.,keep luggage in the luggage space.,park car .,1,cause
5386,get out of car.,put carry on luggage in overhead bin.,ensure transportation is secured in lot.,1,cause
5388,get out of car.,keep luggage in the luggage space.,park car at parking.,1,cause
5389,get out of car.,keep bag under the seat.,park at station.,1,cause
5390,ensure transportation is secured in lot.,get out of car.,find seat.,0,effect
5391,park at station.,get out of car.,find correct seat.sit in seat.,0,effect
5392,park at station.,get out of car.,find a seat.,0,effect
5393,ensure transportation is secured in lot.,get out of car.,find a seat or stand.,0,effect
5395,park car.,get out of car.,choose a seat.,0,effect
5396,park car.,get out of car.,find an empty seat.,0,effect
5397,park car.,get out of car.,search for the booked seat and sit down.,0,effect
5398,park car at parking.,get out of car.,find a seat.,0,effect
5399,park car at parking.,get out of car.,find the reserved seat and sit down.,0,effect
5400,ensure transportation is secured in lot.,get out of car.,taking a seat.,0,effect
5401,get out of car.,find seat.sit and relax.,park car .,1,cause
5402,get out of car.,find a seat.,park car .,1,cause
5403,get out of car.,find seat.,park car .,1,cause
5404,get out of car.,sit.,park at station.,1,cause
5405,get out of car.,take a seat.,park at station.,1,cause
5406,get out of car.,find your seat or compartment.,park car.,1,cause
5407,get out of car.,take a seat.,park car .,1,cause
5408,get out of car.,sit down.,park at station.,1,cause
5409,get out of car.,taking a seat.,park car .,1,cause
5410,get out of car.,find seat.,park car.,1,cause
5412,park car .,get out of car.,give ticket to conductor.,0,effect
5413,ensure transportation is secured in lot.,get out of car.,give ticket to conductor.,0,effect
5414,park car.,get out of car.,giving ticket to conductor/ticket taker.,0,effect
5415,park at station.,get out of car.,give conductor ticket.,0,effect
5416,ensure transportation is secured in lot.,get out of car.,show ticket to conductor.,0,effect
5417,park car.,get out of car.,give ticket to conductor.,0,effect
5418,park car.,get out of car.,show ticket pass to conductor.,0,effect
5419,park car at parking.,get out of car.,hand your ticket to the conductor.,0,effect
5420,ensure transportation is secured in lot.,get out of car.,hand your ticket to the attendant when asked.,0,effect
5421,park car.,get out of car.,give ticket to the attendant.,0,effect
5422,park car .,get out of car.,hand your ticket to the conductor.,0,effect
5423,get out of car.,hand ticket to ticket taker.,park car at parking.,1,cause
5424,get out of car.,show the ticket checker your ticket.,park car .,1,cause
5425,get out of car.,show ticket to attendant.,park car.,1,cause
5426,get out of car.,show ticket to attendant.,ensure transportation is secured in lot.,1,cause
5428,get out of car.,give ticket to steward when asked.,park at station.,1,cause
5429,get out of car.,show the ticket checker your ticket.,ensure transportation is secured in lot.,1,cause
5430,get out of car.,hand the attendant your ticket.,park at station.,1,cause
5431,get out of car.,swipe ticket.,park car.,1,cause
5432,get out of car.,show ticket to conductor.,park car .,1,cause
5433,get out of car.,show receptionist train ticket.,park at station.,1,cause
5434,park car at parking.,get out of car.,enjoy train ride.,0,effect
5435,ensure transportation is secured in lot.,get out of car.,ride train.,0,effect
5436,park car at parking.,get out of car.,wait until train reaches destination.,0,effect
5437,park car .,get out of car.,look out window.order meal.eat.,0,effect
5438,ensure transportation is secured in lot.,get out of car.,look out window.order meal.eat.,0,effect
5439,park at station.,get out of car.,wait until you reach your destination.,0,effect
5440,park at station.,get out of car.,ride train.,0,effect
5441,park at station.,get out of car.,wait till your destination stop arrives.,0,effect
5442,park car.,get out of car.,wait until your station.,0,effect
5443,park at station.,get out of car.,ride to your stop.,0,effect
5444,ensure transportation is secured in lot.,get out of car.,ride to your stop.,0,effect
5445,get out of car.,enjoy the train trip.,park at station.,1,cause
5446,get out of car.,enjoy the ride on the train.,ensure transportation is secured in lot.,1,cause
5447,get out of car.,wait until your station.,ensure transportation is secured in lot.,1,cause
5448,get out of car.,"listen to music ,or read a book while ride.",park car at parking.,1,cause
5449,get out of car.,sit back and relax on your seat.,park car.,1,cause
5450,get out of car.,wait till your destination stop arrives.,park at station.,1,cause
5451,get out of car.,enjoy the ride on the train.,park at station.,1,cause
5452,get out of car.,wait until train reaches destination.,park at station.,1,cause
5453,get out of car.,ride to your stop.,park car .,1,cause
5454,get out of car.,enjoy the journey.,park at station.,1,cause
5456,park at station.,arrive at destination.,get out of car.,1,effect
5457,park car at parking.,arrive at destination.,get out of car.,1,effect
5458,park car at parking.,"you arrive to your destination, and take your luggage.",get out of car.,1,effect
5459,park car.,arrive at the target destination . .,get out of car.,1,effect
5461,park car .,get to destination.,get out of car.,1,effect
5462,park car at parking.,arrive at destination stop.,get out of car.,1,effect
5465,ensure transportation is secured in lot.,arrive at destination.,get out of car.,1,effect
5466,park car.,arrive at destination.,get out of car.,1,effect
5467,get out of car.,"you arrive to your destination, and take your luggage.",park at station.,1,cause
5468,get out of car.,arrive at destination.,park car.,1,cause
5469,get out of car.,arrive at destination.,park car .,1,cause
5470,get out of car.,arrive at destination.,ensure transportation is secured in lot.,1,cause
5471,get out of car.,arrive at destination.,park at station.,1,cause
5473,get out of car.,arrive at destination stop.,park at station.,1,cause
5475,get out of car.,"you arrive to your destination, and take your luggage.",park car at parking.,1,cause
5478,ensure transportation is secured in lot.,get out of car.,get off destination.,0,effect
5479,ensure transportation is secured in lot.,get out of car.,get off train at your stop.,0,effect
5480,park car.,get out of car.,get off train.,0,effect
5481,ensure transportation is secured in lot.,get out of car.,de-train upon reaching the destination.,0,effect
5482,park car at parking.,get out of car.,get off train.,0,effect
5483,park car .,get out of car.,leave train.,0,effect
5484,park car.,get out of car.,depart when you arrive.,0,effect
5485,park car.,get out of car.,leave train at destination.,0,effect
5486,park at station.,get out of car.,leave train.,0,effect
5487,park car at parking.,get out of car.,"when train reaches destination, exit train.",0,effect
5488,park car.,get out of car.,alight at the destination station.,0,effect
5489,get out of car.,get off at destination.,park car .,1,cause
5490,get out of car.,get off at destination.,ensure transportation is secured in lot.,1,cause
5491,get out of car.,alight at the destination station.,ensure transportation is secured in lot.,1,cause
5492,get out of car.,get off train at your stop.,park car.,1,cause
5493,get out of car.,get off train.,park at station.,1,cause
5494,get out of car.,get off train.,ensure transportation is secured in lot.,1,cause
5496,get out of car.,get off train at your stop.,ensure transportation is secured in lot.,1,cause
5497,get out of car.,get off at your stop.,park car at parking.,1,cause
5498,get out of car.,exit train.,park at station.,1,cause
5499,get out of car.,leave train.,park at station.,1,cause
5500,park car at parking.,get out of car.,take all the luggage out of train.,0,effect
5501,park at station.,get out of car.,take all the luggage out of train.,0,effect
5502,park car.,get out of car.,take all the luggage out of train.,0,effect
5503,ensure transportation is secured in lot.,get out of car.,take all the luggage out of train.,0,effect
5506,park car .,get out of car.,take all the luggage out of train.,0,effect
5511,get out of car.,take all the luggage out of train.,park at station.,1,cause
5512,get out of car.,take all the luggage out of train.,park car.,1,cause
5513,get out of car.,take all the luggage out of train.,ensure transportation is secured in lot.,1,cause
5514,get out of car.,take all the luggage out of train.,park car at parking.,1,cause
5522,get in line to buy ticket.,park car.,get to ticket booth.,1,cause
5523,get in line to buy ticket.,ensure transportation is secured in lot.,go to ticket office.,1,cause
5524,get in line to buy ticket.,park car .,get to ticket booth.,1,cause
5525,stand in queue in front of a ticket counter and wait.,park at station.,go to counter.,1,cause
5526,get in line to buy ticket.,park car .,go to ticket office.,1,cause
5527,get in line to buy ticket.,park at station.,go to ticket window.,1,cause
5528,wait in line for getting ticket if not booked already.,park car at parking.,get to ticket booth.,1,cause
5529,get in line to buy ticket.,park car at parking.,walk to ticket counter.,1,cause
5530,stand in queue in front of a ticket counter and wait.,park at station.,go to ticket window.,1,cause
5532,wait in line for getting ticket if not booked already.,ensure transportation is secured in lot.,get to ticket booth.,1,cause
5533,go to counter.,stand in queue in front of a ticket counter and wait.,park car at parking.,0,effect
5534,go to ticket office.,stand in queue in front of a ticket counter and wait.,park at station.,0,effect
5535,go to ticket office.,wait in line for getting ticket if not booked already.,park car .,0,effect
5536,go to ticket office.,get in line to buy ticket.,park car at parking.,0,effect
5537,go to counter.,wait in line for getting ticket if not booked already.,ensure transportation is secured in lot.,0,effect
5539,go to ticket window.,get in line to buy ticket.,park car .,0,effect
5540,walk to ticket counter.,get in line to buy ticket.,park car at parking.,0,effect
5541,get to ticket booth.,stand in queue in front of a ticket counter and wait.,park at station.,0,effect
5542,walk to ticket counter.,stand in queue in front of a ticket counter and wait.,park car at parking.,0,effect
5543,go to ticket office.,wait in line for getting ticket if not booked already.,park car at parking.,0,effect
5544,buy ticket.,park car .,walk to ticket counter.,1,cause
5545,buy ticket.,park car.,go to counter.,1,cause
5546,tell the clerk where you want to travel to.pay the clerk for ticket.,ensure transportation is secured in lot.,go to ticket window.,1,cause
5547,buy ticket.,ensure transportation is secured in lot.,go to counter.,1,cause
5549,buy a ticket.,park car.,go to ticket office.,1,cause
5550,pay for your ticket.,park at station.,go to counter.,1,cause
5551,purchase ticket(s) for train.,ensure transportation is secured in lot.,go to counter.,1,cause
5552,buy ticket at ticket window.,park at station.,walk to ticket counter.,1,cause
5553,purchase train tickets.,park car at parking.,go to ticket window.,1,cause
5554,book train tickets.,park car at parking.,walk to ticket counter.,1,cause
5555,walk to ticket counter.,"then, you have to buy your ticket.then, you have to buy your ticket.",ensure transportation is secured in lot.,0,effect
5556,walk to ticket counter.,buy pass.,ensure transportation is secured in lot.,0,effect
5557,get to ticket booth.,pay for ticket.,park car at parking.,0,effect
5558,get to ticket booth.,gathering ticket and required identification.,ensure transportation is secured in lot.,0,effect
5559,go to counter.,buy ticket.,park car .,0,effect
5560,go to ticket window.,gathering ticket and required identification.,park at station.,0,effect
5562,walk to ticket counter.,buy a ticket at the window.,park car .,0,effect
5563,go to ticket window.,buy ticket at ticket window.,park car.,0,effect
5564,walk to ticket counter.,purchase a ticket.,ensure transportation is secured in lot.,0,effect
5565,walk to ticket counter.,buy ticket.,park car at parking.,0,effect
5566,go to the platform where the train arrives.,park car .,find the correct platform.,1,cause
5567,go to the assigned track.,park car at parking.,find out what platform the train will be on.,1,cause
5568,walk to the train platform.,park car .,find the correct platform.,1,cause
5569,find rail for your train.,ensure transportation is secured in lot.,find the correct platform.,1,cause
5570,go to the correct train platform.,ensure transportation is secured in lot.,find out what platform the train will be on.,1,cause
5571,go to the assigned track.,ensure transportation is secured in lot.,find out what platform the train will be on.,1,cause
5572,go to the platform where the train is expected.,park car .,find out what platform the train will be on.,1,cause
5573,go to platform.,park car.,find the correct platform.,1,cause
5574,walk to the train platform.,park car at parking.,find the correct platform.,1,cause
5575,go to the correct train platform.,park car at parking.,find the correct platform.,1,cause
5577,find the correct platform.,go to platform.,park at station.,0,effect
5578,find out what platform the train will be on.,find rail for your train.,park car.,0,effect
5579,find the correct platform.,go to the correct train platform.,park car.,0,effect
5580,find out what platform the train will be on.,walk to the train platform.,park at station.,0,effect
5581,find out what platform the train will be on.,go to the platform where the train arrives.,park car .,0,effect
5582,find the correct platform.,go to the platform where the train arrives.,park car.,0,effect
5583,find the correct platform.,go to the assigned track.,park car .,0,effect
5584,find out what platform the train will be on.,leave to designated area.,ensure transportation is secured in lot.,0,effect
5585,find out what platform the train will be on.,find rail for your train.,park at station.,0,effect
5586,find the correct platform.,leave to designated area.,park at station.,0,effect
5587,find out what platform the train will be on.,go on platform.,park at station.,0,effect
5588,get on train.,ensure transportation is secured in lot.,train arrives at the platform.,1,cause
5589,get on train.,park car.,train arrives at the platform.,1,cause
5590,board train.,ensure transportation is secured in lot.,train arrives at the platform.,1,cause
5591,board train when it arrives.,park car.,train arrives at time on the platform.,1,cause
5592,get on train.,park at station.,train arrives at the platform.,1,cause
5593,get on train.,park car .,train arrives at time on the platform.,1,cause
5594,"when the train comes , get up and enter the train.",park car .,train arrives at time on the platform.,1,cause
5595,board train.,park at station.,train arrives at time on the platform.,1,cause
5596,get in train.,park at station.,train arrives at the platform.,1,cause
5597,"when the train comes , get up and enter the train.",park at station.,train arrives at time on the platform.,1,cause
5598,board train.,ensure transportation is secured in lot.,train arrives at time on the platform.,1,cause
5599,train arrives at the platform.,get on the train.,park car.,0,effect
5600,train arrives at time on the platform.,get on train.,park car.,0,effect
5601,train arrives at the platform.,board train.,ensure transportation is secured in lot.,0,effect
5603,train arrives at time on the platform.,get on train.,park car at parking.,0,effect
5604,train arrives at time on the platform.,"when the train comes , get up and enter the train.",ensure transportation is secured in lot.,0,effect
5605,train arrives at time on the platform.,"when train arrives, ride up the train compartment as per ticket.",park car at parking.,0,effect
5606,train arrives at time on the platform.,get on the correct train.,park car.,0,effect
5607,train arrives at the platform.,get on train.,park car.,0,effect
5608,train arrives at time on the platform.,walk onto the train.,park at station.,0,effect
5609,train arrives at the platform.,get on train.,park car .,0,effect
5610,sit down.,park car .,train arrives at time on the platform.,1,cause
5611,find a seat.,park car at parking.,train arrives at time on the platform.,1,cause
5612,find an empty seat.,park at station.,train arrives at time on the platform.,1,cause
5613,sit down and ride.,park car.,train arrives at time on the platform.,1,cause
5614,find a seat and sit down.,park at station.,train arrives at the platform.,1,cause
5615,find your seat or compartment.,park car.,train arrives at the platform.,1,cause
5616,find a seat and sit down.,park car.,train arrives at the platform.,1,cause
5617,sit.,park car.,train arrives at time on the platform.,1,cause
5618,search for the booked seat and sit down.,park car .,train arrives at time on the platform.,1,cause
5619,take a seat if possible.,ensure transportation is secured in lot.,train arrives at time on the platform.,1,cause
5620,find seat.,park car at parking.,train arrives at the platform.,1,cause
5621,train arrives at the platform.,ensure transportation is secured in lot.,take a seat.,1,effect
5622,train arrives at the platform.,ensure transportation is secured in lot.,find an empty seat.,1,effect
5623,train arrives at time on the platform.,park car at parking.,find seat.,1,effect
5624,train arrives at time on the platform.,park car at parking.,choose a seat.,1,effect
5625,train arrives at time on the platform.,park car at parking.,find a seat.sit down.,1,effect
5626,train arrives at the platform.,park car at parking.,find a seat.,1,effect
5627,train arrives at time on the platform.,park car at parking.,sit.,1,effect
5628,train arrives at the platform.,park car at parking.,take a seat if possible.,1,effect
5629,train arrives at time on the platform.,park at station.,find a seat.sit down.,1,effect
5630,train arrives at time on the platform.,park car .,find a seat.sit down.,1,effect
5631,train arrives at time on the platform.,park car.,find a seat.,1,effect
5632,show the ticket checker your ticket.,park car .,train arrives at time on the platform.,1,cause
5633,give ticket to conductor.,park car .,train arrives at time on the platform.,1,cause
5634,show ticket to conductor.,ensure transportation is secured in lot.,train arrives at time on the platform.,1,cause
5635,give conductor ticket.,park car .,train arrives at the platform.,1,cause
5636,wait for attendant to walk by and pay for your ticket.,park car.,train arrives at time on the platform.,1,cause
5637,swipe ticket.,ensure transportation is secured in lot.,train arrives at time on the platform.,1,cause
5638,give ticket to conductor.,park car at parking.,train arrives at time on the platform.,1,cause
5639,give ticket to attendant.,park at station.,train arrives at time on the platform.,1,cause
5640,wait for attendant to walk by and pay for your ticket.,park car at parking.,train arrives at time on the platform.,1,cause
5641,give conductor ticket.,park at station.,train arrives at the platform.,1,cause
5642,give ticket to conductor.,park car.,train arrives at time on the platform.,1,cause
5643,train arrives at time on the platform.,show ticket to attendant.,park car.,0,effect
5644,train arrives at the platform.,wait for attendant to walk by and pay for your ticket.,park at station.,0,effect
5645,train arrives at time on the platform.,give ticket to conductor.,park car.,0,effect
5646,train arrives at time on the platform.,give ticket to steward when asked.,park at station.,0,effect
5647,train arrives at the platform.,give conductor ticket.,park car at parking.,0,effect
5649,train arrives at time on the platform.,hand the attendant your ticket.,park car .,0,effect
5650,train arrives at the platform.,show receptionist train ticket.,ensure transportation is secured in lot.,0,effect
5651,train arrives at the platform.,show ticket to conductor.,park at station.,0,effect
5652,train arrives at time on the platform.,give ticket to the attendant.,park car at parking.,0,effect
5653,train arrives at the platform.,show receptionist train ticket.,park at station.,0,effect
5654,wait until you reach your destination.,park at station.,train arrives at time on the platform.,1,cause
5655,ride train.,park car .,train arrives at time on the platform.,1,cause
5656,ride train.,park at station.,train arrives at time on the platform.,1,cause
5657,enjoy the train trip.,park car at parking.,train arrives at time on the platform.,1,cause
5658,wait until you reach your destination.,park car at parking.,train arrives at time on the platform.,1,cause
5659,wait till your stop.,park car.,train arrives at time on the platform.,1,cause
5660,relax while you reach your destination.,ensure transportation is secured in lot.,train arrives at the platform.,1,cause
5661,"you ride the train to your destination.if you're going on a long trip, you may receive a meal.",park car at parking.,train arrives at time on the platform.,1,cause
5662,relax or read favorite magazine during journey.,park car .,train arrives at the platform.,1,cause
5664,wait until your station.,ensure transportation is secured in lot.,train arrives at time on the platform.,1,cause
5665,train arrives at time on the platform.,relax or read favorite magazine during journey.,park car at parking.,0,effect
5666,train arrives at the platform.,relax or listen to favorite music while in train.,ensure transportation is secured in lot.,0,effect
5667,train arrives at time on the platform.,go to my destination.,park car at parking.,0,effect
5668,train arrives at time on the platform.,sit back and relax on your seat.,park car.,0,effect
5669,train arrives at the platform.,wait patiently while the train travels towards destination.,park car .,0,effect
5670,train arrives at time on the platform.,enjoy train ride.,ensure transportation is secured in lot.,0,effect
5671,train arrives at the platform.,enjoy the outside sceneries while on the move.,park car .,0,effect
5672,train arrives at the platform.,relax or listen to favorite music while in train.,park car.,0,effect
5673,train arrives at time on the platform.,wait until you reach your destination.,park car.,0,effect
5674,train arrives at the platform.,ride train and enjoy journey.,ensure transportation is secured in lot.,0,effect
5675,train arrives at the platform.,ride train.,park at station.,0,effect
5676,arrive at destination.,ensure transportation is secured in lot.,train arrives at the platform.,1,cause
5677,arrive at destination.,ensure transportation is secured in lot.,train arrives at time on the platform.,1,cause
5678,arrive at destination.,park car.,train arrives at the platform.,1,cause
5679,arrive at destination.,park car at parking.,train arrives at time on the platform.,1,cause
5680,get to destination.,park at station.,train arrives at the platform.,1,cause
5681,arrive at the target destination . .,park car.,train arrives at the platform.,1,cause
5683,arrive at destination.,park car .,train arrives at the platform.,1,cause
5684,get to destination.,park car at parking.,train arrives at the platform.,1,cause
5685,arrive at destination.,park car.,train arrives at time on the platform.,1,cause
5686,arrive at the target destination . .,ensure transportation is secured in lot.,train arrives at time on the platform.,1,cause
5687,train arrives at time on the platform.,"you arrive to your destination, and take your luggage.",park car .,0,effect
5688,train arrives at the platform.,"you arrive to your destination, and take your luggage.",park at station.,0,effect
5689,train arrives at the platform.,"you arrive to your destination, and take your luggage.",park car .,0,effect
5690,train arrives at the platform.,arrive at destination.,ensure transportation is secured in lot.,0,effect
5691,train arrives at time on the platform.,arrive at the target destination . .,park car .,0,effect
5692,train arrives at time on the platform.,get to destination.,park at station.,0,effect
5693,train arrives at the platform.,arrive at destination stop.,park car at parking.,0,effect
5694,train arrives at the platform.,arrive at destination.,park car .,0,effect
5695,train arrives at the platform.,"you arrive to your destination, and take your luggage.",ensure transportation is secured in lot.,0,effect
5696,train arrives at the platform.,arrive at the target destination . .,ensure transportation is secured in lot.,0,effect
5697,train arrives at the platform.,arrive at destination stop.,ensure transportation is secured in lot.,0,effect
5698,get off at destination.,park car.,train arrives at time on the platform.,1,cause
5699,get off at destination.,park car .,train arrives at the platform.,1,cause
5700,get off at correct destination.,park car .,train arrives at the platform.,1,cause
5701,get off destination.,park car.,train arrives at the platform.,1,cause
5702,exit train at correct stop.,park car .,train arrives at time on the platform.,1,cause
5703,get off train.,park car at parking.,train arrives at time on the platform.,1,cause
5704,exit train.,park car at parking.,train arrives at the platform.,1,cause
5705,leave train.,park at station.,train arrives at time on the platform.,1,cause
5706,get off at your correct stop.,park car.,train arrives at the platform.,1,cause
5707,get off at your correct stop.,park at station.,train arrives at the platform.,1,cause
5708,get off train.,park car at parking.,train arrives at the platform.,1,cause
5709,train arrives at time on the platform.,park at station.,de-train upon reaching the destination.,1,effect
5710,train arrives at the platform.,park at station.,get off train.,1,effect
5711,train arrives at time on the platform.,park car.,get off at your correct stop.,1,effect
5712,train arrives at the platform.,park at station.,leave train.,1,effect
5713,train arrives at the platform.,ensure transportation is secured in lot.,get off train.,1,effect
5714,train arrives at the platform.,park at station.,get off at destination.,1,effect
5715,train arrives at time on the platform.,park car .,exit train at correct stop.,1,effect
5716,train arrives at time on the platform.,park car.,exit train.,1,effect
5717,train arrives at the platform.,park car.,get off train.,1,effect
5718,train arrives at the platform.,park car at parking.,get off train.,1,effect
5720,sit down.,park at station.,get on train.,1,cause
5721,sit down.,park car.,board train.,1,cause
5722,sit down.,ensure transportation is secured in lot.,get on train.,1,cause
5723,find a seat.,park car.,enter train.,1,cause
5724,sit down.,park car .,board train.,1,cause
5725,take a seat if possible.,park car .,"when train arrives, board train.",1,cause
5726,take a seat.,park at station.,get on the train.,1,cause
