,premise,choice1,choice2,label,question
6206,get on bus.,wait for bus to reach destination.,walk to bus stop.,0,effect
6207,get on the bus.,watch for your destination.,walk to bus stop.,0,effect
6208,exit bus.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",when it arrives get on.,1,cause
6209,getting off the bus.,go to the nearest bus stop.,when your bus comes climb in it.,1,cause
6210,get down once the destination is reached.,go to bus stop.,get on the bus.,1,cause
6211,leave bus.,go to bus stop at designated time.,board the bus.,1,cause
6212,get off bus when doors open.,walk to the bus stop.,get onto the bus when it reaches the stop.,1,cause
6213,get off the bus.,find the nearest bus stop.,step onto arriving bus.,1,cause
6214,get off bus.,walk to the bus stop.,get on bus.,1,cause
6215,go down bus steps.exit bus.,go to bus stop.,step onto bus when arrives.,1,cause
6216,leave bus.,go to bus stop at designated time.,board bus.,1,cause
6217,get down once the destination is reached.,go to the bus station.,enter bus.,1,cause
6218,exit bus when arrive.,find the nearest bus stop.,get on bus.,1,cause
6219,get off the bus at your desired stop.,go to the bus station.,step on bus.,1,cause
6220,get down once the destination is reached.,head to the bus stop.,get on the bus.,1,cause
6221,get off bus.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",get on the bus.,1,cause
6222,walk off the bus.,locate bus stop.,board bus.,1,cause
6223,depart when you arrive at your destination.,go to bus stop.,get into the bus.,1,cause
6224,get off at your stop.,walk to bus stop.,step on bus.,1,cause
6225,get off at your stop.,go to the bus station.,get on the bus.,1,cause
6226,exit bus.,walk to bus stop.,step on bus.,1,cause
6227,leave bus.,walk to bus stop.,enter the bus.,1,cause
6228,get off bus .,go to the bus stop.,when the bus comes enter the bus.,1,cause
6229,get off the bus.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",get into the bus.,1,cause
6230,exit bus at your destination.,go to bus stop.,"when bus arrives, enter.climb bus steps.",1,cause
6231,exit bus at destination.,go to bus stop.,board bus when it arrives.,1,cause
6232,get off bus.,walk to the bus stop.,get on the bus.,1,cause
6233,get off bus.,go to the nearest bus stop.,get on bus.,1,cause
6234,get off the bus.,walk to the bus stop.,enter bus.,1,cause
6235,watch your step when getting down from the bus.,go to the bus stop.,board bus when it arrives.,1,cause
6236,get off bus at destination.,arrive at bus stop prior to bus's arrival.,get on the bus.,1,cause
6237,go down bus steps.exit bus.,head to the bus stop.,get on bus.,1,cause
6238,exit bus at destination.,walk to bus stop.,get on bus.,1,cause
6239,get off at stop.,get to bus stop some time early.,get on bus.,1,cause
6240,board bus when it arrives.,locate bus stop.,get off bus when doors open.,1,effect
6241,get on the bus.,head to the bus stop.,exit bus.,1,effect
6242,get on the bus.,arrive at bus stop prior to bus's arrival.,exit bus.,1,effect
6243,get on bus.,go to a bus stop.,"once you arrive at destination, get off the bus.",1,effect
6244,get on bus.,go to the bus stop.,debark from bus.,1,effect
6245,enter the bus.,get to bus stop some time early.,get off the bus at your desired stop.,1,effect
6246,get on bus.,get to bus stop some time early.,get off the bus.,1,effect
6247,when the bus comes enter the bus.,walk to bus stop.,get off bus.,1,effect
6248,enter bus.,go to bus stop.,exit bus at destination.,1,effect
6249,board bus.,go to a bus stop.,get off.,1,effect
6250,board bus when it arrives.,go to bus stop.,exit bus.,1,effect
6251,get on the bus.,go to the bus stop.,get off bus when doors open.,1,effect
6252,get on bus.,reach the designated bus stop before the bus reaches there to avoid missing the bus.,get off the bus.,1,effect
6253,get onto the bus when it reaches the stop.,walk to bus stop.,get down from the bus.,1,effect
6254,enter bus.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.","once you arrive at destination, get off the bus.",1,effect
6255,when your bus comes climb in it.,go to bus stop.,exit bus at your destination.,1,effect
6256,when the bus comes enter the bus.,walk to bus stop.,debark from bus.,1,effect
6257,board bus when bus arrives.,find the bus stop.,exit the bus at your desired location.,1,effect
6258,board bus when bus arrives.,go to the bus stop/bus stand.,get off the bus.,1,effect
6259,get on the bus.,locate bus stop.,get off bus at destination.,1,effect
6260,get onto the bus when it reaches the stop.,go to the bus stop.,get down once the destination is reached.,1,effect
6261,"when bus arrives, enter.climb bus steps.",get to bus stop some time early.,exit bus at destination.,1,effect
6262,get on bus.,head to the bus stop.,exit bus at your destination.,1,effect
6263,enter bus.,walk to bus stop.,depart when you arrive at your destination.,1,effect
6264,step onto bus when arrives.,go to bus stop.,watch your step when getting down from the bus.,1,effect
6265,get onto the bus when it reaches the stop.,walk to bus stop.,get off bus when doors open.,1,effect
6266,walk up the steps of the bus.,go to the bus station.,exit bus at your destination.,1,effect
6267,get onto the bus when it reaches the stop.,go to the bus stop.,depart when you arrive at your destination.,1,effect
6268,get on bus.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",exit bus at your destination.,1,effect
6269,get on bus.,go to bus stop at designated time.,get off at stop.,1,effect
6270,when the bus comes enter the bus.,go to bus station.,get off the bus.,1,effect
6271,get on bus.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,exit at your destination when the bus stops.,1,effect
6272,wait to get to destination.,walk to bus stop.,sit down.,1,cause
6273,ride on the bus.,find the bus stop.,sit down if possible.,1,cause
6274,wait for my stop.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",take a seat.,1,cause
6275,ride to destination.,go to bus stop.,sit on a seat.,1,cause
6276,ride to destination.,find the nearest bus stop.,sit in bus.,1,cause
6277,ride bus to destination.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,sit in bus.,1,cause
6278,sit in a seat until you see your destination.,go to the bus stop.,sit down.,1,cause
6279,ride bus to destination.,go to a bus stop.,take a seat in the bus.,1,cause
6280,wait till my stop is approaching.,go to bus station.,choose a seat.,1,cause
6281,ride on the bus.,find the nearest bus stop.,find an empty seat.sit down or stand if there isn't an empty seat.,1,cause
6282,ride bus to destination.,go to the nearest bus stop.,sit down.,1,cause
6283,wait for correct stop.,walk to bus stop.,choose a seat.,1,cause
6284,wait for correct stop.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,find a seat.sit down.,1,cause
6285,wait to get to destination.,go to the nearest bus stop.,sit down in on empty seat in bus.,1,cause
6286,wait for your stop.,walk to bus stop.,find a seat.sit down.,1,cause
6287,wait for destination.,go to bus stop.,find a seat.,1,cause
6288,wait for correct stop.,go to bus stop.,take a seat in the bus.,1,cause
6289,ride on the bus.,walk to the bus stop.,take a seat.,1,cause
6290,wait for your stop.,go to the nearest bus stop.,find a seat.,1,cause
6291,sit in a seat until you see your destination.,go to bus stop.,take available seat.,1,cause
6292,ride to desired destination.,go to bus stop.,take a seat in the bus.,1,cause
6293,ride bus to destination.,go to bus stop.,find a seat.,1,cause
6294,ride to destination.,walk to the bus stop.,sit down.find an open seat.,1,cause
6295,wait for my stop.,walk to bus stop.,find a seat on the bus.,1,cause
6296,wait for your stop.,go to bus stop.,take a seat.,1,cause
6297,wait for stop.,walk to bus stop.,find seat on bus and sit.,1,cause
6298,sit patiently until the bus reaches your destination bus stop.,walk to bus stop.,sit down.,1,cause
6299,wait for bus stop destination.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",choose a seat.,1,cause
6300,wait for my stop.,walk to bus stop.,sit down.find an open seat.,1,cause
6301,ride on the bus.,head to the bus stop.,find a seat.sit down.,1,cause
6302,ride to destination.,find the nearest bus stop.,find a seat.,1,cause
6303,ride to desired destination.,walk to bus stop.,find a vacant seat (if possible).,1,cause
6304,choose a seat.,sit patiently until the bus reaches your destination bus stop.,reach the designated bus stop before the bus reaches there to avoid missing the bus.,0,effect
6305,find a vacant seat (if possible).,wait for your stop.,walk to the bus stop.,0,effect
6306,take your seat.,ride on the bus.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,0,effect
6307,starting walking to seat on bus.sit in seat.,wait to get to destination.,walk to bus stop.,0,effect
6308,find a seat.,sit in a seat until you see your destination.,head to the bus stop.,0,effect
6309,starting walking to seat on bus.sit in seat.,ride to destination.,walk to the bus stop.,0,effect
6310,find a vacant seat (if possible).,wait for correct stop.,find the nearest bus stop.,0,effect
6311,find a seat.,wait for my stop.,walk to the bus stop.,0,effect
6312,choose a seat.,ride to destination.,go to the bus station.,0,effect
6313,take a seat.,enjoy the ride.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,0,effect
6314,find a empty seat.,ride.,go to bus station.,0,effect
6315,find a seat.sit down.,wait for my stop.,go to bus stop.,0,effect
6316,find a seat.,ride to destination.,go to the bus stop.,0,effect
6317,sit in bus.,ride.,go to bus stop at designated time.,0,effect
6318,sit or stand to location.,ride on the bus.,go to a bus stop.,0,effect
6319,sit down in on empty seat in bus.,sit patiently until the bus reaches your destination bus stop.,go to bus station.,0,effect
6320,find an empty seat.,ride on the bus.,walk to the bus stop.,0,effect
6321,find empty seat to sit in.,ride.,walk to bus stop.,0,effect
6322,find a seat on the bus.,wait for bus stop destination.,go to the bus station.,0,effect
6323,find an empty seat.,wait for destination.,go to bus stop at designated time.,0,effect
6324,sit down if possible.,enjoy the ride.,go to a bus stop.,0,effect
6325,find a seat.sit down.,ride.,arrive at bus stop prior to bus's arrival.,0,effect
6326,sit down.find an open seat.,ride to destination.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",0,effect
6327,sit down.,wait for your stop.,head to the bus stop.,0,effect
6328,sit down.find an open seat.,wait for correct stop.,reach the designated bus stop before the bus reaches there to avoid missing the bus.,0,effect
6329,find an empty seat.sit down or stand if there isn't an empty seat.,wait till my stop is approaching.,go to the bus station.,0,effect
6330,sit on a seat.,wait for your stop.,locate bus stop.,0,effect
6331,find a seat if available or stand if necessary.,ride to desired destination.,head to the bus stop.,0,effect
6332,sit on a seat.,wait for bus stop destination.,find the nearest bus stop.,0,effect
6333,sit down.,wait for stop.,go to the nearest bus stop.,0,effect
6334,take available seat.,enjoy the ride.,find the bus stop.,0,effect
6335,find empty seat to sit in.,wait for bus stop destination.,walk to bus stop.,0,effect
6336,wait for bus to reach destination.,walk to the bus stop.,walk down center of bus to find a seat.sit in seat.,1,cause
6337,watch for your stop.wait until bus stops completely.,find the bus stop.,find a seat.,1,cause
6338,watch and listen for stop announcement.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,sit down.,1,cause
6339,watch until you see your stop to get off.,locate bus stop.,sit down in on empty seat in bus.,1,cause
6340,wait for bus to arrive at stop.,go to bus stop.,find a seat if available or stand if necessary.,1,cause
6341,wait for bus to reach destination.,walk to bus stop.,find seat on bus and sit.,1,cause
6342,watch and listen for stop announcement.,go to bus stop at designated time.,sit down.,1,cause
6343,watch for your destination.,find the bus stop.,sit down.,1,cause
6344,watch for your destination.,find the nearest bus stop.,sit down.find an open seat.,1,cause
6345,watch for your stop.wait until bus stops completely.,locate bus stop.,find a seat if available or stand if necessary.,1,cause
6346,watch and listen for stop announcement.,walk to bus stop.,find an empty seat.sit down or stand if there isn't an empty seat.,1,cause
6347,wait for your stop.,go to bus stop at designated time.,take a seat.,1,cause
6348,wait for your stop to be announced.,head to the bus stop.,sit down.,1,cause
6349,wait for your stop.,walk to bus stop.,find a seat if available or stand if necessary.,1,cause
6350,watch until you see your stop to get off.,walk to the bus stop.,choose a seat.,1,cause
6351,wait until the bus arrives at the destination.,go to the bus station.,sit down.,1,cause
6352,watch and listen for stop announcement.,find the bus stop.,find seat on bus.,1,cause
6353,watch until you see your stop to get off.,go to bus stop.,find seat on bus and sit.,1,cause
6354,wait for your stop to be announced.,go to bus stop.,find a seat if available or stand if necessary.,1,cause
6355,watch until you see your stop to get off.,arrive at bus stop prior to bus's arrival.,sit down.,1,cause
6356,watch for your stop.wait until bus stops completely.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",sit down in on empty seat in bus.,1,cause
6357,wait for bus to reach your stop.,find the bus stop.,sit down.find an open seat.,1,cause
6358,watch for your stop.wait until bus stops completely.,locate bus stop.,take a seat.,1,cause
6359,wait for bus to arrive at stop.,go to the nearest bus stop.,sit down.,1,cause
6360,watch and listen for stop announcement.,go to bus stop.,find a seat.sit down.,1,cause
6361,watch until you see your stop to get off.,arrive at bus stop prior to bus's arrival.,sit on a seat.,1,cause
6362,wait for your stop to be announced.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",sit down.,1,cause
6363,pay attention for your stop.,find the bus stop.,find an empty seat.sit down or stand if there isn't an empty seat.,1,cause
6364,pay attention for your stop.,reach the designated bus stop before the bus reaches there to avoid missing the bus.,find a empty seat.,1,cause
6365,watch for your destination.,go to bus stop.,find a empty seat.,1,cause
6366,wait for your stop to be announced.,head to the bus stop.,take available seat.,1,cause
6367,watch stops out window.,go to bus stop.,find a empty seat.,1,cause
6368,sit down.,wait for bus to reach destination.,arrive at bus stop prior to bus's arrival.,0,effect
6369,sit down.,wait for bus to arrive at stop.,go to bus stop.,0,effect
6370,find a seat.sit down.,watch until you see your stop to get off.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",0,effect
6371,find a seat on the bus.,pay attention for your stop.,go to bus stop.,0,effect
6372,starting walking to seat on bus.sit in seat.,wait until the bus arrives at the destination.,walk to the bus stop.,0,effect
6373,find empty seat to sit in.,pay attention for your stop.,head to the bus stop.,0,effect
6374,choose a seat.,wait for your stop.,go to the bus stop.,0,effect
6375,find a seat or stand on bus.,watch and listen for stop announcement.,arrive at bus stop prior to bus's arrival.,0,effect
6376,sit down.,watch for your stop.wait until bus stops completely.,walk to the bus stop.,0,effect
6377,find empty seat to sit in.,pay attention for your stop.,find the nearest bus stop.,0,effect
6378,find a seat if available or stand if necessary.,watch and listen for stop announcement.,walk to bus stop.,0,effect
6379,find a seat.,watch until you see your stop to get off.,go to the bus stop.,0,effect
6380,find seat on bus and sit.,wait until the bus arrives at the destination.,walk to bus stop.,0,effect
6381,find empty seat to sit in.,watch until you see your stop to get off.,reach the designated bus stop before the bus reaches there to avoid missing the bus.,0,effect
6382,find a vacant seat (if possible).,watch and listen for stop announcement.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,0,effect
6383,sit down.,wait for your stop.,arrive at bus stop prior to bus's arrival.,0,effect
6384,take available seat.,wait for bus to arrive at stop.,arrive at bus stop prior to bus's arrival.,0,effect
6385,find a seat.,watch for your destination.,walk to the bus stop.,0,effect
6386,sit in bus.,wait for bus to stop.,go to the bus stop.,0,effect
6387,sit down in on empty seat in bus.,wait for bus to arrive at stop.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,0,effect
6388,starting walking to seat on bus.sit in seat.,wait for bus to reach your stop.,walk to bus stop.,0,effect
6389,find empty seat.sit down.,watch for your destination.,go to the bus stop.,0,effect
6390,sit down.find an open seat.,wait for bus to reach destination.,go to bus stop.,0,effect
6391,sit down.,watch and listen for stop announcement.,go to the bus station.,0,effect
6392,find a seat or stand on bus.,wait for bus to reach destination.,go to the nearest bus stop.,0,effect
6393,find a seat.,watch for your destination.,walk to bus stop.,0,effect
6394,find a vacant seat (if possible).,wait for bus to reach destination.,go to the bus stop.,0,effect
6395,take your seat.,watch stops out window.,walk to the bus stop.,0,effect
6396,find a vacant seat (if possible).,watch for your destination.,walk to bus stop.,0,effect
6397,sit down.,wait for bus to reach your stop.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,0,effect
6398,sit down.,pay attention for your stop.,walk to bus stop.,0,effect
6399,find a seat on the bus.,wait until the bus arrives at the destination.,walk to the bus stop.,0,effect
6400,watch until you see your stop to get off.,go to the bus stop.,wait till my stop is approaching.,1,cause
6401,wait until the bus arrives at the destination.,go to the bus stop/bus stand.,sit in a seat until you see your destination.,1,cause
6402,watch for your stop.wait until bus stops completely.,find the bus stop.,enjoy the ride.,1,cause
6403,wait for bus to reach destination.,locate bus stop.,wait for your stop.,1,cause
6404,wait for bus to reach destination.,go to bus stop at designated time.,ride.,1,cause
6405,wait for bus to reach your stop.,go to bus stop.,ride to desired destination.,1,cause
6406,wait for bus to stop.,go to the nearest bus stop.,wait to get to destination.,1,cause
6407,wait for bus to reach your stop.,go to bus station.,ride to destination.,1,cause
6408,watch until you see your stop to get off.,go to bus stop.,wait to get to destination.,1,cause
6409,wait for bus to arrive at stop.,head to the bus stop.,ride bus to destination.,1,cause
6410,watch and listen for stop announcement.,walk to the bus stop.,enjoy the ride.,1,cause
6411,wait for bus to arrive at stop.,go to the bus stop/bus stand.,sit patiently until the bus reaches your destination bus stop.,1,cause
6412,wait until the bus arrives at the destination.,walk to the bus stop.,sit patiently until the bus reaches your destination bus stop.,1,cause
6413,watch for your stop.wait until bus stops completely.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",ride to destination.,1,cause
6414,wait until the bus arrives at the destination.,go to the bus station.,wait to get to destination.,1,cause
6415,pay attention for your stop.,go to bus stop.,wait till my stop is approaching.,1,cause
6416,pay attention for your stop.,walk to the bus stop.,wait for your stop.,1,cause
6417,pay attention for your stop.,go to bus stop.,ride to destination.,1,cause
6418,wait for your stop.,locate bus stop.,wait for destination.,1,cause
6419,wait for bus to arrive at stop.,find the nearest bus stop.,wait for stop.,1,cause
6420,wait for bus to stop.,go to the nearest bus stop.,ride to destination.,1,cause
6421,pay attention for your stop.,go to bus stop.,wait for bus stop destination.,1,cause
6422,wait for your stop to be announced.,walk to bus stop.,enjoy the ride.,1,cause
6423,wait for bus to arrive at stop.,go to a bus stop.,ride on the bus.,1,cause
6424,wait for your stop to be announced.,go to the bus stop.,sit in a seat until you see your destination.,1,cause
6425,watch for your destination.,go to bus stop.,wait for your stop.,1,cause
6426,wait until the bus arrives at the destination.,go to the bus stop.,ride.,1,cause
6427,watch for your destination.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,wait to get to destination.,1,cause
6428,wait for bus to reach your stop.,locate bus stop.,wait for my stop.,1,cause
6429,wait for your stop.,locate bus stop.,enjoy the ride.,1,cause
6430,watch stops out window.,walk to bus stop.,wait for your stop.,1,cause
6431,watch for your destination.,go to the bus stop/bus stand.,wait for correct stop.,1,cause
6432,wait for destination.,wait for your stop.,go to bus stop.,0,effect
6433,wait to get to destination.,pay attention for your stop.,walk to the bus stop.,0,effect
6434,wait for correct stop.,wait for bus to reach your stop.,go to bus stop.,0,effect
6435,wait for bus stop destination.,wait for your stop to be announced.,walk to bus stop.,0,effect
6436,wait for your stop.,wait for bus to stop.,arrive at bus stop prior to bus's arrival.,0,effect
6437,wait for my stop.,watch for your destination.,find the bus stop.,0,effect
6438,wait for your stop.,watch for your destination.,go to the bus stop.,0,effect
6439,ride.,wait for bus to arrive at stop.,go to the bus station.,0,effect
6440,sit patiently until the bus reaches your destination bus stop.,wait until the bus arrives at the destination.,go to the bus station.,0,effect
6441,wait for bus stop destination.,watch until you see your stop to get off.,locate bus stop.,0,effect
6442,ride to destination.,wait for your stop.,reach the designated bus stop before the bus reaches there to avoid missing the bus.,0,effect
6443,wait for destination.,watch stops out window.,go to the bus station.,0,effect
6444,ride to destination.,watch until you see your stop to get off.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,0,effect
6445,wait for your stop.,wait for bus to reach destination.,go to bus station.,0,effect
6446,ride.,wait until the bus arrives at the destination.,walk to the bus stop.,0,effect
6447,wait for destination.,watch until you see your stop to get off.,go to bus stop.,0,effect
6448,sit in a seat until you see your destination.,wait for your stop.,walk to bus stop.,0,effect
6449,wait for your stop.,wait for bus to stop.,walk to bus stop.,0,effect
6450,wait for correct stop.,wait for bus to arrive at stop.,walk to bus stop.,0,effect
6451,sit in a seat until you see your destination.,pay attention for your stop.,go to bus stop.,0,effect
6452,wait for your stop.,watch stops out window.,find the bus stop.,0,effect
6453,wait for your stop.,wait for bus to reach destination.,go to the bus stop.,0,effect
6454,sit patiently until the bus reaches your destination bus stop.,watch stops out window.,walk to the bus stop.,0,effect
6455,enjoy the ride.,wait for bus to reach your stop.,find the nearest bus stop.,0,effect
6456,wait for stop.,wait for bus to reach your stop.,find the nearest bus stop.,0,effect
6457,ride to destination.,watch for your stop.wait until bus stops completely.,go to the bus stop.,0,effect
6458,wait till my stop is approaching.,watch until you see your stop to get off.,locate bus stop.,0,effect
6459,wait for your stop.,watch until you see your stop to get off.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",0,effect
6460,ride.,pay attention for your stop.,go to the bus stop.,0,effect
6461,wait to get to destination.,watch until you see your stop to get off.,go to bus stop.,0,effect
6462,ride on the bus.,wait until the bus arrives at the destination.,go to the bus stop.,0,effect
6463,wait for your stop.,watch and listen for stop announcement.,reach the designated bus stop before the bus reaches there to avoid missing the bus.,0,effect
6464,bus stops at your destination.,go to bus station.,pull cord at stop.,1,cause
6465,bus has arrived on destination.,get to bus stop some time early.,"when you are near your destination, press the stop button.",1,cause
6466,bus has arrived on destination.,go to bus stop.,pull cord at stop.,1,cause
6467,bus stops at destination.,go to the bus station.,"when you are near your destination, press the stop button.",1,cause
6468,bus stops at destination.,get to bus stop some time early.,"when you are near your destination, press the stop button.",1,cause
6469,bus stops at your destination.,arrive at bus stop prior to bus's arrival.,pull signal for stop.,1,cause
6470,bus stops at your destination.,go to the bus stop.,"when the bus approaches your destination, press the button to signal a stop.",1,cause
6471,bus stops at destination.,walk to bus stop.,pull signal for stop.,1,cause
6472,bus has arrived on destination.,walk to the bus stop.,pull the cord when you want the bus to stop.,1,cause
6473,bus stops at your destination.,go to bus stop.,pull the cord when you want the bus to stop.,1,cause
6474,bus stops at your destination.,walk to bus stop.,pull the cord when you want the bus to stop.,1,cause
6475,bus has arrived on destination.,walk to bus stop.,pull the cord when you want the bus to stop.,1,cause
6476,bus stops at your destination.,go to the bus stop.,ring bell when bus approaches stop at destination.,1,cause
6477,bus stops at your destination.,walk to the bus stop.,signal by bell for stop.,1,cause
6478,bus stops at your destination.,go to bus stop.,ring bell when bus approaches stop at destination.,1,cause
6479,bus stops at your destination.,go to a bus stop.,pull cord at stop.,1,cause
6480,bus has arrived on destination.,go to bus stop.,"when the bus approaches your destination, press the button to signal a stop.",1,cause
6481,bus has arrived on destination.,go to the bus station.,"when the bus approaches your destination, press the button to signal a stop.",1,cause
6483,bus stops at your destination.,walk to bus stop.,press stop button.,1,cause
6484,bus has arrived on destination.,go to bus stop.,ring bell when bus approaches stop at destination.,1,cause
6485,bus stops at your destination.,walk to bus stop.,signal by bell for stop.,1,cause
6486,bus has arrived on destination.,go to the bus station.,ring the bell when you see your destination.,1,cause
6487,bus has arrived on destination.,walk to bus stop.,"when the bus approaches your destination, press the button to signal a stop.",1,cause
6488,bus stops at destination.,find the bus stop.,pull the cord alerting the driver to stop.,1,cause
6489,bus stops at your destination.,walk to the bus stop.,pull the cord alerting the driver to stop.,1,cause
6490,bus stops at your destination.,go to the bus stop.,signal by bell for stop.,1,cause
6491,bus stops at destination.,walk to bus stop.,"when your stop approaches, pull cord.",1,cause
6492,bus stops at your destination.,go to bus stop.,"when your stop approaches, pull cord.",1,cause
6493,bus stops at destination.,walk to bus stop.,"when the bus approaches your destination, press the button to signal a stop.",1,cause
6494,bus stops at destination.,walk to the bus stop.,"when your stop approaches, pull cord.",1,cause
6495,bus stops at destination.,walk to bus stop.,alert the driver your stop is coming.,1,cause
6496,"when your stop approaches, pull cord.",bus stops at your destination.,go to bus stop.,0,effect
6497,"about one block away from your stop, pull the \.",bus stops at destination.,go to the bus stop.,0,effect
6498,"when the bus approaches your destination, press the button to signal a stop.",bus has arrived on destination.,walk to bus stop.,0,effect
6499,signal for a stop where i want to get off.,bus stops at destination.,arrive at bus stop prior to bus's arrival.,0,effect
6500,ring the bell when you see your destination.,bus stops at your destination.,find the nearest bus stop.,0,effect
6501,pull cord at stop.,bus stops at destination.,go to the bus station.,0,effect
6502,"when the bus approaches your destination, press the button to signal a stop.",bus stops at your destination.,walk to bus stop.,0,effect
6503,pull the cord when you want the bus to stop.,bus has arrived on destination.,go to bus stop.,0,effect
6504,ring bell when bus approaches stop at destination.,bus stops at destination.,go to bus station.,0,effect
6505,pull cord at stop.,bus stops at destination.,go to bus stop.,0,effect
6506,pull signal for stop.,bus stops at your destination.,get to bus stop some time early.,0,effect
6507,"when your stop approaches, pull cord.",bus stops at your destination.,go to the bus stop.,0,effect
6508,"when the bus approaches your destination, press the button to signal a stop.",bus stops at destination.,go to the bus stop.,0,effect
6509,press stop button.,bus stops at your destination.,go to bus stop.,0,effect
6510,pull the cord when you want the bus to stop.,bus stops at destination.,walk to bus stop.,0,effect
6511,pull the cord when you want the bus to stop.,bus stops at your destination.,go to bus stop.,0,effect
6513,alert the driver your stop is coming.,bus stops at destination.,head to the bus stop.,0,effect
6515,pull signal for stop.,bus stops at your destination.,go to the nearest bus stop.,0,effect
6516,"about one block away from your stop, pull the \.",bus stops at your destination.,go to bus stop.,0,effect
6517,signal by bell for stop.,bus stops at your destination.,walk to bus stop.,0,effect
6518,ring the bell when you see your destination.,bus has arrived on destination.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",0,effect
6519,"when your stop approaches, pull cord.",bus stops at your destination.,get to bus stop some time early.,0,effect
6520,alert the driver your stop is coming.,bus stops at your destination.,go to bus stop.,0,effect
6521,ring the bell when you see your destination.,bus has arrived on destination.,walk to the bus stop.,0,effect
6522,signal by bell for stop.,bus stops at destination.,go to bus stop.,0,effect
6523,pull the cord when you want the bus to stop.,bus stops at your destination.,go to bus stop at designated time.,0,effect
6524,ring bell when bus approaches stop at destination.,bus stops at your destination.,go to bus stop.,0,effect
6526,pull signal for stop.,bus has arrived on destination.,go to the bus station.,0,effect
6528,get off the bus at your desired stop.,go to bus stop.,alert the driver your stop is coming.,1,cause
6529,get off bus.,go to the bus station.,press stop button.,1,cause
6530,get off at stop.,find the bus stop.,pull the cord when you want the bus to stop.,1,cause
6531,get off bus.,go to bus stop.,pull the cord alerting the driver to stop.,1,cause
6532,exit bus.,find the bus stop.,alert the driver your stop is coming.,1,cause
6533,get off bus.,go to the bus station.,"when you are near your destination, press the stop button.",1,cause
6534,depart when you arrive at your destination.,get to bus stop some time early.,pull cord at stop.,1,cause
6535,exit the bus at your desired location.,find the bus stop.,signal for a stop where i want to get off.,1,cause
6536,get off bus.,walk to bus stop.,"about one block away from your stop, pull the \.",1,cause
6537,get off.,find the bus stop.,signal for a stop where i want to get off.,1,cause
6539,"once you arrive at destination, get off the bus.",go to bus stop.,"when the bus approaches your destination, press the button to signal a stop.",1,cause
6540,get off at stop.,go to a bus stop.,ring bell when bus approaches stop at destination.,1,cause
6541,get off bus.,go to bus stop at designated time.,pull the cord alerting the driver to stop.,1,cause
6542,"once you arrive at destination, get off the bus.",go to bus stop.,signal by bell for stop.,1,cause
6543,debark from bus.,arrive at bus stop prior to bus's arrival.,pull the cord alerting the driver to stop.,1,cause
6544,get off bus.,walk to the bus stop.,pull cord at stop.,1,cause
6545,watch your step when getting down from the bus.,head to the bus stop.,ring bell when bus approaches stop at destination.,1,cause
6546,depart when you arrive at your destination.,get to bus stop some time early.,"when the bus approaches your destination, press the button to signal a stop.",1,cause
6547,get off bus.,find the bus stop.,signal for a stop where i want to get off.,1,cause
6548,walk off the bus.,go to bus station.,"when your stop approaches, pull cord.",1,cause
6549,debark from bus.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,"when your stop approaches, pull cord.",1,cause
6550,get off bus.,go to bus stop at designated time.,"when you are near your destination, press the stop button.",1,cause
6551,get down once the destination is reached.,go to a bus stop.,"when the bus approaches your destination, press the button to signal a stop.",1,cause
6552,get off bus.,go to bus stop.,"when you are near your destination, press the stop button.",1,cause
6553,get off bus at destination.,find the bus stop.,signal by bell for stop.,1,cause
