,premise,choice1,choice2,label,question
5762,dig a hole according to the size of the sapling.,cover tree roots with dirt.,take it home.,0,effect
5763,dig a hole in the ground.,fill hole with dirt.,go to garden.,0,effect
5764,dig a hole where you want the tree planted.,cover the roots with dirt.,take tree sapling to place you want to plant it.,0,effect
5765,dig a hole the same size as the container holding the tree.,cover hole with dirt.,go home.,0,effect
5766,use shovel to dig hole.,hold it with one hand firmly and refill the soil.refill some more soil to fill the gap if any.,take it home.,0,effect
5767,dig a hole in the ground.,cover with dirt.,take it home.,0,effect
5768,dig a hole with shovel.,fill hole with dirt.,take it home.,0,effect
5769,dig hole at least 5 inches bigger then the root ball of tree.start digging.,cover the roots with dirt.,go home.,0,effect
5770,use shovel to dig hole.,refill hole with remaining dirt.,take it home.,0,effect
5771,dig a hole according to the size of the sapling.,fill hole up with soil that you used to dig the hole.,go to garden.,0,effect
5772,dig a hole three times the save as the root ball.,cover with dirt.,go to garden.,0,effect
5773,dig a hole.,cover hole back up.,go to garden.,0,effect
5774,dig a hole with shovel.,cover hole.,go home.,0,effect
5775,use a shovel to dig a hole into the ground.,cover the tree with the dirt you took out of the hole.,go to garden.,0,effect
5776,dig hole for tree.,fill hole up with soil that you used to dig the hole.,go home.,0,effect
5777,dig small hole in dirt.,refill hole with remaining dirt.,take tree sapling to place you want to plant it.,0,effect
5778,use a shovel to dig a hole into the ground.,fill hole with dirt.,go to garden.,0,effect
5779,dig a hole with shovel.,cover the roots with surrounding dirt.,transport it home.,0,effect
5780,use shovel to dig hole.,fill in the hole with the shovel.,transport it home.,0,effect
5781,dig a hole where you want to plant tree.,cover tree roots with dirt.,take tree sapling to place you want to plant it.,0,effect
5782,"try to dig a hole twice as wide as the pot.also,dig hole deep enough for the roots.",cover the tree with the dirt you took out of the hole.,go to garden.,0,effect
5783,dig a hole into the ground.,cover hole with dirt.,transport it home.,0,effect
5784,dig a hole.,replace displaced dirt.,transport it home.,0,effect
5785,use a shovel to dig a hole into the ground.,cover with soil.,transport it home.,0,effect
5786,"dig a small hole, keep the displaced dirt accessible.",fill hole with dirt and fertilizer.,go to garden.,0,effect
5787,dig small hole in dirt.,put soil back in hole around tree.,go to garden.,0,effect
5788,"try to dig a hole twice as wide as the pot.also,dig hole deep enough for the roots.",cover with soil.,go home.,0,effect
5789,dig about 6 inches deep or as desired.dig in a circle all around the spot.,cover the hole with topsoil.,take it home.,0,effect
5790,dig hole in the ground.,cover hole.,take tree sapling to place you want to plant it.,0,effect
5791,dig a hole with shovel.,fill in any gaps in the hole with soil.,go home.,0,effect
5792,dig a hole.,hold it with one hand firmly and refill the soil.refill some more soil to fill the gap if any.,take tree sapling to place you want to plant it.,0,effect
5794,dig about 6 inches deep or as desired.dig in a circle all around the spot.,cover back up with dirt.,take tree sapling to place you want to plant it.,0,effect
5795,dig hole.,put soil back in hole around tree.,go to garden.,0,effect
5796,hold the tree upright while filling the hole back up.,go home.,dig hole big enough for seedling.,1,cause
5797,hold the tree upright while filling the hole back up.,transport it home.,dig hole.,1,cause
5798,hold the tree upright while filling the hole back up.,transport it home.,dig hole big enough for seedling.,1,cause
5799,hold the tree upright while filling the hole back up.,transport it home.,make a hole.,1,cause
5800,hold the tree upright while filling the hole back up.,go to garden.,dig a hole three times the save as the root ball.,1,cause
5801,hold the tree upright while filling the hole back up.,take it home.,use shovel to dig hole.,1,cause
5802,hold the tree upright while filling the hole back up.,go to garden.,with small shovel dig hole.,1,cause
5803,hold the tree upright while filling the hole back up.,transport it home.,dig hole big enough for tree to grow.,1,cause
5804,hold the tree upright while filling the hole back up.,transport it home.,dig a hole.,1,cause
5805,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,dig hole.,1,cause
5806,hold the tree upright while filling the hole back up.,go to garden.,dig a hole where you want the tree planted.,1,cause
5807,hold the tree upright while filling the hole back up.,go home.,dig hole for tree with shovel.,1,cause
5808,hold the tree upright while filling the hole back up.,transport it home.,dig a hole where you want to plant tree.,1,cause
5809,hold the tree upright while filling the hole back up.,take it home.,dig the soil about two fingers deep.,1,cause
5810,hold the tree upright while filling the hole back up.,go to garden.,dig hole big enough for seedling.,1,cause
5811,hold the tree upright while filling the hole back up.,go home.,dig a very deep hole with a shovel.,1,cause
5812,hold the tree upright while filling the hole back up.,go home.,dig an appropriate sized hole for the tree.,1,cause
5813,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,dig the soil about two fingers deep.,1,cause
5814,hold the tree upright while filling the hole back up.,go to garden.,digging in the ground.,1,cause
5815,hold the tree upright while filling the hole back up.,take it home.,dig the hole for the tree.,1,cause
5816,hold the tree upright while filling the hole back up.,take it home.,dig hole.,1,cause
5817,hold the tree upright while filling the hole back up.,transport it home.,dig a very deep hole with a shovel.,1,cause
5818,hold the tree upright while filling the hole back up.,transport it home.,"dig a small hole, keep the displaced dirt accessible.",1,cause
5819,hold the tree upright while filling the hole back up.,go to garden.,dig hole.,1,cause
5820,hold the tree upright while filling the hole back up.,go home.,dig hole.,1,cause
5822,hold the tree upright while filling the hole back up.,take it home.,digging in the ground.,1,cause
5824,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,"dig a small hole, keep the displaced dirt accessible.",1,cause
5825,hold the tree upright while filling the hole back up.,dig a hole.,take tree sapling to place you want to plant it.,0,cause
5826,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,dig a hole large enough to place the tree into.,1,cause
5828,hold the tree upright while filling the hole back up.,go home.,make a hole.,1,cause
5829,hold the tree upright while filling the hole back up.,transport it home.,dig hole for tree.,1,cause
5830,hold the tree upright while filling the hole back up.,go to garden.,dig the hole for the tree.,1,cause
5831,hold the tree upright while filling the hole back up.,transport it home.,dig hole in ground.,1,cause
5832,hold the tree upright while filling the hole back up.,go to garden.,dig hole for tree.,1,cause
5833,hold the tree upright while filling the hole back up.,take it home.,dig a hole.,1,cause
5835,hold the tree upright while filling the hole back up.,take it home.,dig hole big enough for seedling.,1,cause
5836,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,dig a hole in the ground.,1,cause
5837,hold the tree upright while filling the hole back up.,go to garden.,dig a hole deep enough to plant the tree roots.,1,cause
5838,dig a hole.,hold the tree upright while filling the hole back up.,go to garden.,0,effect
5839,dig hole.,hold the tree upright while filling the hole back up.,go to garden.,0,effect
5840,dig a hole where you want to plant the tree.,hold the tree upright while filling the hole back up.,take it home.,0,effect
5841,make a hole.,hold the tree upright while filling the hole back up.,go to garden.,0,effect
5842,dig the hole for the tree.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
5843,make a hole.,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,0,effect
5844,with small shovel dig hole.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
5845,dig hole.,hold the tree upright while filling the hole back up.,go home.,0,effect
5846,dig hole.,hold the tree upright while filling the hole back up.,take it home.,0,effect
5847,dig small hole in dirt.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
5848,"try to dig a hole twice as wide as the pot.also,dig hole deep enough for the roots.",hold the tree upright while filling the hole back up.,go to garden.,0,effect
5849,dig hole big enough for seedling.,hold the tree upright while filling the hole back up.,take it home.,0,effect
5850,dig a hole.,hold the tree upright while filling the hole back up.,take it home.,0,effect
5851,dig a hole deep enough to plant the tree roots.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
5852,dig hole.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
5853,dig hole big enough for tree to grow.,hold the tree upright while filling the hole back up.,take it home.,0,effect
5854,dig hole in the ground.,hold the tree upright while filling the hole back up.,go to garden.,0,effect
5855,dig hole.,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,0,effect
5856,dig a hole.,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,0,effect
5857,digging in the ground.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
5859,use a shovel to dig a hole into the ground.,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,0,effect
5860,make a hole.,hold the tree upright while filling the hole back up.,take it home.,0,effect
5861,dig a hole in the ground.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
5862,"dig a small hole, keep the displaced dirt accessible.",hold the tree upright while filling the hole back up.,take it home.,0,effect
5863,dig a hole where you want to plant the tree.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
5865,dig about 6 inches deep or as desired.dig in a circle all around the spot.,hold the tree upright while filling the hole back up.,go to garden.,0,effect
5866,dig hole for tree with shovel.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
5868,digging in the ground.,hold the tree upright while filling the hole back up.,take it home.,0,effect
5870,dig a hole of appropriate size.,hold the tree upright while filling the hole back up.,go home.,0,effect
5872,dig a hole.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
5873,dig a hole the same size as the container holding the tree.,hold the tree upright while filling the hole back up.,take it home.,0,effect
5874,dig hole for tree.,hold the tree upright while filling the hole back up.,go home.,0,effect
5875,dig a hole with shovel.,hold the tree upright while filling the hole back up.,take it home.,0,effect
5878,dig a very deep hole with a shovel.,hold the tree upright while filling the hole back up.,take it home.,0,effect
5879,dig about 6 inches deep or as desired.dig in a circle all around the spot.,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,0,effect
5880,make sure it is stable.,transport it home.,dig a hole of appropriate size.,1,cause
5881,make sure tree is standing straight and secure.,transport it home.,dig a hole.,1,cause
5882,make sure tree is standing straight and secure.,go home.,dig hole at least 5 inches bigger then the root ball of tree.start digging.,1,cause
5883,make sure it is stable.,go home.,dig hole.,1,cause
5884,make sure tree is standing straight and secure.,take tree sapling to place you want to plant it.,dig a hole into the ground.,1,cause
5885,make sure it is stable.,transport it home.,dig a hole in the yard.,1,cause
5886,make sure tree is standing straight and secure.,go home.,"try to dig a hole twice as wide as the pot.also,dig hole deep enough for the roots.",1,cause
5887,make sure it is stable.,transport it home.,dig a hole.,1,cause
5888,make sure tree is standing straight and secure.,take tree sapling to place you want to plant it.,dig hole.,1,cause
5889,make sure it is stable.,go to garden.,dig a hole.,1,cause
5891,make sure tree is standing straight and secure.,take tree sapling to place you want to plant it.,dig hole for tree.,1,cause
5892,make sure tree is standing straight and secure.,dig small hole in dirt.,take tree sapling to place you want to plant it.,0,cause
5893,make sure tree is standing straight and secure.,dig hole in ground about 16 inches deep.,take tree sapling to place you want to plant it.,0,cause
5894,make sure it is stable.,take tree sapling to place you want to plant it.,dig hole big enough for seedling.,1,cause
5895,make sure it is stable.,take tree sapling to place you want to plant it.,dig hole.,1,cause
5896,make sure tree is standing straight and secure.,transport it home.,dig hole big enough for seedling.,1,cause
5897,make sure tree is standing straight and secure.,go to garden.,"try to dig a hole twice as wide as the pot.also,dig hole deep enough for the roots.",1,cause
5898,make sure tree is standing straight and secure.,transport it home.,make a hole.,1,cause
5899,make sure it is stable.,go home.,dig hole for tree with shovel.,1,cause
5900,make sure tree is standing straight and secure.,take tree sapling to place you want to plant it.,dig hole for tree with shovel.,1,cause
5901,make sure tree is standing straight and secure.,go home.,dig a very deep hole with a shovel.,1,cause
5902,make sure tree is standing straight and secure.,go home.,dig a hole according to the size of the sapling.,1,cause
5903,make sure it is stable.,go to garden.,use a shovel to dig a hole into the ground.,1,cause
5904,make sure it is stable.,go home.,dig a hole large enough to place the tree into.,1,cause
5905,make sure tree is standing straight and secure.,go to garden.,dig a hole in the ground.,1,cause
5906,make sure tree is standing straight and secure.,go to garden.,dig hole.,1,cause
5907,make sure tree is standing straight and secure.,transport it home.,dig a hole where you want to plant the tree.,1,cause
5908,make sure tree is standing straight and secure.,take it home.,dig a hole where you want the tree planted.,1,cause
5909,make sure tree is standing straight and secure.,transport it home.,dig hole at least 5 inches bigger then the root ball of tree.start digging.,1,cause
5910,make sure it is stable.,take tree sapling to place you want to plant it.,dig hole at least 5 inches bigger then the root ball of tree.start digging.,1,cause
5911,make sure tree is standing straight and secure.,go to garden.,dig hole for tree.,1,cause
5912,make sure tree is standing straight and secure.,transport it home.,use a shovel to dig a hole into the ground.,1,cause
5913,make sure it is stable.,transport it home.,dig an appropriate sized hole for the tree.,1,cause
5914,make sure tree is standing straight and secure.,take it home.,dig hole.,1,cause
5915,make sure tree is standing straight and secure.,go to garden.,"dig a small hole, keep the displaced dirt accessible.",1,cause
5916,make sure tree is standing straight and secure.,take it home.,dig a hole.,1,cause
5917,make sure it is stable.,go home.,dig hole in ground about 16 inches deep.,1,cause
5918,make sure tree is standing straight and secure.,take tree sapling to place you want to plant it.,dig a hole.,1,cause
5919,make sure it is stable.,go home.,with small shovel dig hole.,1,cause
5920,make sure it is stable.,take it home.,"try to dig a hole twice as wide as the pot.also,dig hole deep enough for the roots.",1,cause
5921,make sure tree is standing straight and secure.,transport it home.,dig hole.,1,cause
5922,dig a hole the same size as the container holding the tree.,take tree sapling to place you want to plant it.,make sure it is stable.,1,effect
5923,dig a hole of appropriate size.,go to garden.,make sure it is stable.,1,effect
5924,dig a hole in the ground.,take it home.,make sure tree is standing straight and secure.,1,effect
5925,dig hole.,transport it home.,make sure tree is standing straight and secure.,1,effect
5926,dig small hole in dirt.,transport it home.,make sure it is stable.,1,effect
5927,dig a hole deep and wide enough to accommodate the roots.,take tree sapling to place you want to plant it.,make sure tree is standing straight and secure.,1,effect
5928,dig an appropriate sized hole for the tree.,take tree sapling to place you want to plant it.,make sure tree is standing straight and secure.,1,effect
5929,dig about 6 inches deep or as desired.dig in a circle all around the spot.,take it home.,make sure tree is standing straight and secure.,1,effect
5930,dig hole.,take tree sapling to place you want to plant it.,make sure it is stable.,1,effect
5931,dig hole for tree.,go home.,make sure tree is standing straight and secure.,1,effect
5932,dig a hole large enough to place the tree into.,go home.,make sure it is stable.,1,effect
5934,dig a hole according to the size of the sapling.,go to garden.,make sure tree is standing straight and secure.,1,effect
5935,dig a hole into the ground.,transport it home.,make sure tree is standing straight and secure.,1,effect
5936,dig hole in ground.,take tree sapling to place you want to plant it.,make sure it is stable.,1,effect
5937,"dig a small hole, keep the displaced dirt accessible.",go home.,make sure it is stable.,1,effect
5938,dig hole for tree with shovel.,transport it home.,make sure tree is standing straight and secure.,1,effect
5939,dig hole.,go to garden.,make sure it is stable.,1,effect
5940,dig the hole for the tree.,go home.,make sure it is stable.,1,effect
5941,dig a hole in the yard.,take tree sapling to place you want to plant it.,make sure tree is standing straight and secure.,1,effect
5942,dig a hole in the ground.,go home.,make sure tree is standing straight and secure.,1,effect
5943,dig a hole where you want to plant tree.,go to garden.,make sure tree is standing straight and secure.,1,effect
5944,digging in the ground.,go home.,make sure tree is standing straight and secure.,1,effect
5945,dig a hole.,go home.,make sure tree is standing straight and secure.,1,effect
5946,use shovel to dig hole.,transport it home.,make sure it is stable.,1,effect
5947,dig about 6 inches deep or as desired.dig in a circle all around the spot.,transport it home.,make sure tree is standing straight and secure.,1,effect
5948,dig a hole where you want to plant the tree.,go to garden.,make sure it is stable.,1,effect
5949,use a shovel to dig a hole into the ground.,go to garden.,make sure it is stable.,1,effect
5950,dig a hole in the yard.,take tree sapling to place you want to plant it.,make sure it is stable.,1,effect
5951,dig a hole according to the size of the sapling.,go to garden.,make sure it is stable.,1,effect
5952,dig the hole for the tree.,go to garden.,make sure tree is standing straight and secure.,1,effect
5953,dig a hole into the ground.,go home.,make sure tree is standing straight and secure.,1,effect
5955,dig a hole in the yard.,take it home.,make sure tree is standing straight and secure.,1,effect
5956,dig small hole in dirt.,take tree sapling to place you want to plant it.,make sure it is stable.,1,effect
5957,dig an appropriate sized hole for the tree.,go home.,make sure tree is standing straight and secure.,1,effect
5958,dig a hole in the yard.,take it home.,make sure it is stable.,1,effect
5959,dig a hole where you want the tree planted.,go home.,make sure it is stable.,1,effect
5960,dig hole.,take it home.,make sure tree is standing straight and secure.,1,effect
5961,with small shovel dig hole.,take it home.,make sure it is stable.,1,effect
5962,dig a hole according to the size of the sapling.,take it home.,make sure it is stable.,1,effect
5963,dig hole.,go home.,make sure tree is standing straight and secure.,1,effect
5964,cover hole with dirt.,go home.,put sapling in hole.,1,cause
5965,put loose dirt around roots.fill hole so that only top of tree is above ground.add additional dirt if necessary.,transport it home.,place plant in hole.,1,cause
5966,cover with soil.,transport it home.,put tree into hole.,1,cause
5967,add shoveled dirt back into hole.,go to garden.,put sapling in hole.,1,cause
5968,put loose dirt around roots.fill hole so that only top of tree is above ground.add additional dirt if necessary.,go to garden.,place tree in hole.,1,cause
5969,cover the hole with topsoil.,take it home.,place tree in hole.,1,cause
5970,cover sapling root over with soil.,go home.,gently insert it under the soil about 6 inches deep.,1,cause
5971,fill the hole back with dirt.,go home.,put plant sapling in hole.,1,cause
5972,cover hole.,take tree sapling to place you want to plant it.,put the tree in the hole.,1,cause
5973,put soil back in hole around tree.,go home.,put tree in hole.,1,cause
5974,cover hole.,go to garden.,place tree in hole.,1,cause
5975,cover hole back up.,transport it home.,put the tree in the hole.,1,cause
5976,fill the hole back with dirt.,transport it home.,place plant in hole.,1,cause
5977,cover hole.,go home.,plant the tree sapling in the soil.,1,cause
5978,fill hole with soil.,go to garden.,insert tree sapling.,1,cause
5979,fill in with dirt.,take it home.,insert the sapling in the ground.,1,cause
5980,cover sapling root over with soil.,transport it home.,put it in the hole.,1,cause
5981,fill hole with dirt and fertilizer.,take tree sapling to place you want to plant it.,put tree into hole in ground.,1,cause
5982,cover with dirt.,go to garden.,put sapling in hole.,1,cause
5983,refill hole with remaining dirt.,go to garden.,place tree in hole.,1,cause
5984,cover up hole.,go home.,put sapling in hole.,1,cause
5985,cover hole with dirt.,take tree sapling to place you want to plant it.,"place sapling in hole, roots down.",1,cause
5986,cover hole back up.,go home.,put sapling in hole.,1,cause
5987,hold it with one hand firmly and refill the soil.refill some more soil to fill the gap if any.,go home.,put it in the hole.,1,cause
5988,cover with dirt.,go home.,place seedling in hole.,1,cause
5989,putting dirt over the plant roots.,go to garden.,place the tree in the hole.,1,cause
5990,fill hole with dirt and fertilizer.,go home.,"plant seedling, or bush.",1,cause
5991,fill in with dirt.,transport it home.,place sapling into hole.,1,cause
5992,fill hole with soil.,take it home.,plant the tree.,1,cause
5993,cover hole back up.,take tree sapling to place you want to plant it.,put it in the hole.,1,cause
5994,cover hole with soil.,go to garden.,place seedling into hole.,1,cause
5995,cover the roots with dirt.,take tree sapling to place you want to plant it.,put sapling in hole.,1,cause
5996,cover the plant root loosely with soil.,go to garden.,place sapling into the hole.,1,cause
5997,cover the roots with dirt.,go home.,place tree in hole.,1,cause
5998,fill hole back in with dirt.,transport it home.,place tree sapling into hole.,1,cause
5999,cover the plant root loosely with soil.,go home.,"plant seedling, or bush.",1,cause
6000,fill in with dirt.,take it home.,place the tree in the hole.,1,cause
6001,fill in space around the roots with dirt or potting soil.,go to garden.,place seedling in hole.,1,cause
6002,hold it with one hand firmly and refill the soil.refill some more soil to fill the gap if any.,take it home.,put sapling in hole.,1,cause
6003,cover with soil.,take it home.,place sapling in hole.,1,cause
6004,cover the plant root loosely with soil.,take it home.,place sapling in hole.,1,cause
6005,cover the hole with topsoil.,take it home.,place seedling in hole.,1,cause
6006,"plant seedling, or bush.",go to garden.,cover sapling with dirt.,1,effect
6007,put tree roots into hole.,go home.,fill in space around the roots with dirt or potting soil.,1,effect
6008,place sapling in hole.,take tree sapling to place you want to plant it.,fill hole with soil.,1,effect
6009,put it in the hole.,go to garden.,hold it with one hand firmly and refill the soil.refill some more soil to fill the gap if any.,1,effect
6010,place seedling into hole.,go to garden.,fill up the rest of the hole with dirt.,1,effect
6011,put sapling in hole.,take it home.,fill in any gaps in the hole with soil.,1,effect
6012,"plant seedling, or bush.",go home.,cover with dirt.,1,effect
6013,place seedling in hole.,take tree sapling to place you want to plant it.,fill hole with dirt around the tree.,1,effect
6014,place seedling into hole.,take tree sapling to place you want to plant it.,cover hole with soil.,1,effect
6015,gently insert it under the soil about 6 inches deep.,go home.,add shoveled dirt back into hole.,1,effect
6016,put tree into hole in ground.,go home.,fill the hole back with dirt.,1,effect
6017,put plant sapling in hole.,transport it home.,replace the dirt.,1,effect
6018,place tree in hole.,take tree sapling to place you want to plant it.,cover the tree with the dirt you took out of the hole.,1,effect
6019,place sapling in hole.,take tree sapling to place you want to plant it.,cover the roots with surrounding dirt.,1,effect
6020,place plant in hole.,go to garden.,fill hole with dirt.,1,effect
6021,place tree in hole.,take it home.,cover hole with dirt.,1,effect
6022,place the tree at the top of the hole.,take it home.,fill in with dirt.,1,effect
6023,place the tree in the hole.,go to garden.,cover the hole with topsoil.,1,effect
6024,plant the tree.,transport it home.,cover tree roots with dirt.,1,effect
6025,put tree roots into hole.,take tree sapling to place you want to plant it.,fill up the rest of the hole with dirt.,1,effect
6026,put tree roots into hole.,transport it home.,refill hole with remaining dirt.,1,effect
6027,put tree in hole.,go home.,replace the dirt.,1,effect
6028,place the tree inside the whole.,go home.,replace displaced dirt.,1,effect
6029,place seedling in hole.,go to garden.,cover the hole with topsoil.,1,effect
6030,put plant sapling in hole.,go to garden.,fill hole up with soil that you used to dig the hole.,1,effect
6031,place plant in hole.,take tree sapling to place you want to plant it.,cover the tree with the dirt you took out of the hole.,1,effect
6032,put tree into hole.,go to garden.,cover hole with soil.,1,effect
6033,place tree in hole.,take tree sapling to place you want to plant it.,fill up the rest of the hole with dirt.,1,effect
6034,put tree into hole in ground.,take it home.,fill in the hole with the shovel.,1,effect
6035,place tree in hole.,transport it home.,cover with soil.,1,effect
6036,place sapling in hole.,go home.,cover with dirt.,1,effect
6037,put tree into hole.,transport it home.,fill hole with dirt and fertilizer.,1,effect
6038,place tree in hole.,take tree sapling to place you want to plant it.,cover the hole with topsoil.,1,effect
6039,place tree in hole.,take it home.,cover hole back up.,1,effect
6040,insert tree sapling.,go home.,cover roots with dirt.,1,effect
6041,put sapling in hole.,transport it home.,cover sapling root over with soil.,1,effect
6042,place tree in hole.,take tree sapling to place you want to plant it.,cover back up with dirt.,1,effect
6043,"place sapling in hole, roots down.",go home.,cover with dirt.,1,effect
6044,place seedling in hole.,take tree sapling to place you want to plant it.,cover up hole.,1,effect
6045,put tree in hole.,go to garden.,fill hole up with soil that you used to dig the hole.,1,effect
6046,put tree in hole.,take it home.,cover back up with dirt.,1,effect
6047,put it in the hole.,transport it home.,cover the roots with dirt.,1,effect
6048,hold the tree upright while filling the hole back up.,go to garden.,place the tree inside the whole.,1,cause
6049,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,place seedling in hole.,1,cause
6050,hold the tree upright while filling the hole back up.,take it home.,put it in the hole.,1,cause
6051,hold the tree upright while filling the hole back up.,take it home.,place tree in hole.,1,cause
6052,hold the tree upright while filling the hole back up.,go home.,put in the ground.,1,cause
6053,hold the tree upright while filling the hole back up.,take it home.,put tree into hole in ground.,1,cause
6054,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,put sapling in hole.,1,cause
6055,hold the tree upright while filling the hole back up.,take it home.,"place sapling in hole, roots down.",1,cause
6056,hold the tree upright while filling the hole back up.,take it home.,place the tree inside the whole.,1,cause
6057,hold the tree upright while filling the hole back up.,take it home.,place seedling into hole.,1,cause
6058,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,place the tree sapling into the hole.,1,cause
6059,hold the tree upright while filling the hole back up.,go home.,place tree in hole.,1,cause
6061,hold the tree upright while filling the hole back up.,go to garden.,put tree roots into hole.,1,cause
6062,hold the tree upright while filling the hole back up.,take it home.,plant the tree.,1,cause
6063,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,plant the tree sapling in the soil.,1,cause
6064,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,place sapling into hole.,1,cause
6065,hold the tree upright while filling the hole back up.,go home.,place seedling in hole.,1,cause
6066,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,plant the tree.,1,cause
6067,hold the tree upright while filling the hole back up.,go home.,place the tree in the hole.,1,cause
6068,hold the tree upright while filling the hole back up.,take it home.,place tree sapling into hole.,1,cause
6069,hold the tree upright while filling the hole back up.,go to garden.,put tree seedling into hole.,1,cause
6070,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,insert tree sapling.,1,cause
6071,hold the tree upright while filling the hole back up.,"place sapling in hole, roots down.",go to garden.,0,cause
6072,hold the tree upright while filling the hole back up.,go to garden.,put tree in hole.,1,cause
6074,hold the tree upright while filling the hole back up.,take it home.,put plant sapling in hole.,1,cause
6075,hold the tree upright while filling the hole back up.,go to garden.,place plant in hole.,1,cause
6076,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,put tree in hole.,1,cause
6077,hold the tree upright while filling the hole back up.,go to garden.,put tree root/seed into hole.,1,cause
6078,hold the tree upright while filling the hole back up.,take it home.,put tree into hole.,1,cause
6079,hold the tree upright while filling the hole back up.,transport it home.,place the tree at the top of the hole.,1,cause
6080,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,place tree in hole.,1,cause
6081,hold the tree upright while filling the hole back up.,transport it home.,place tree in hole.,1,cause
6082,hold the tree upright while filling the hole back up.,go to garden.,place tree in hole.,1,cause
6086,hold the tree upright while filling the hole back up.,transport it home.,put tree in hole.,1,cause
6087,hold the tree upright while filling the hole back up.,go to garden.,insert the sapling in the ground.,1,cause
6088,hold the tree upright while filling the hole back up.,take it home.,place seedling in hole.,1,cause
6090,plant tree sapling about 4 inches in the dirt.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
6091,place sapling in hole.,hold the tree upright while filling the hole back up.,go home.,0,effect
6092,plant the sapling in ground.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
6093,plant the tree.,hold the tree upright while filling the hole back up.,go home.,0,effect
6094,put sapling in hole.,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,0,effect
6096,put tree in hole.,hold the tree upright while filling the hole back up.,go to garden.,0,effect
6097,place the tree sapling into the hole.,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,0,effect
6098,put tree roots into hole.,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,0,effect
6099,place the tree in the hole.,hold the tree upright while filling the hole back up.,take it home.,0,effect
6100,place tree sapling into hole.,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,0,effect
6101,place tree in hole.,hold the tree upright while filling the hole back up.,go to garden.,0,effect
6102,place sapling in hole.,hold the tree upright while filling the hole back up.,take it home.,0,effect
6104,put tree seedling into hole.,hold the tree upright while filling the hole back up.,go home.,0,effect
6105,place plant in hole.,hold the tree upright while filling the hole back up.,go home.,0,effect
6106,plant the tree.,hold the tree upright while filling the hole back up.,take it home.,0,effect
6107,insert the sapling in the ground.,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,0,effect
6108,place seedling in hole.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
6109,place seedling into hole.,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,0,effect
6110,insert the sapling in the ground.,hold the tree upright while filling the hole back up.,go to garden.,0,effect
6111,plant the tree.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
6112,plant the sapling in ground.,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,0,effect
6113,put sapling in hole.,hold the tree upright while filling the hole back up.,take it home.,0,effect
6114,place plant in hole.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
6116,place tree in hole.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
6118,put in the ground.,hold the tree upright while filling the hole back up.,take tree sapling to place you want to plant it.,0,effect
6119,place seedling in hole.,hold the tree upright while filling the hole back up.,go to garden.,0,effect
6120,place the tree in the hole.,hold the tree upright while filling the hole back up.,go to garden.,0,effect
6121,put the tree in the hole.,hold the tree upright while filling the hole back up.,transport it home.,0,effect
6122,place seedling into hole.,hold the tree upright while filling the hole back up.,take it home.,0,effect
